,age_end,age_start,area,data_type,effective_sample_size,lower_ci,sex,standard_error,upper_ci,value,year_end,year_start
283,69.0,65.0,CHE,i,149646.0,,male,-99.0,,0.0009021,2003.0,2003.0
284,74.0,70.0,CHE,i,123550.0,,male,-99.0,,0.0009065,2003.0,2003.0
285,79.0,75.0,CHE,i,93759.0,,male,-99.0,,0.0011412,2003.0,2003.0
286,100.0,80.0,CHE,i,104548.0,,male,-99.0,,0.0009565,2003.0,2003.0
287,9.0,5.0,CHE,i,207951.0,,male,-99.0,,9.62e-06,2004.0,2004.0
288,14.0,10.0,CHE,i,224966.0,,male,-99.0,,2.22e-05,2004.0,2004.0
289,19.0,15.0,CHE,i,220661.0,,male,-99.0,,6.34e-05,2004.0,2004.0
290,24.0,20.0,CHE,i,220676.0,,male,-99.0,,0.000145,2004.0,2004.0
291,29.0,25.0,CHE,i,230105.0,,male,-99.0,,0.0001173,2004.0,2004.0
292,34.0,30.0,CHE,i,267960.0,,male,-99.0,,0.0004068,2004.0,2004.0
293,39.0,35.0,CHE,i,312103.0,,male,-99.0,,0.0004678,2004.0,2004.0
294,44.0,40.0,CHE,i,308722.0,,male,-99.0,,0.0006381,2004.0,2004.0
295,49.0,45.0,CHE,i,274271.0,,male,-99.0,,0.0008313,2004.0,2004.0
296,54.0,50.0,CHE,i,245546.0,,male,-99.0,,0.0008023,2004.0,2004.0
297,59.0,55.0,CHE,i,237670.0,,male,-99.0,,0.0008373,2004.0,2004.0
298,64.0,60.0,CHE,i,194836.0,,male,-99.0,,0.0009187,2004.0,2004.0
299,69.0,65.0,CHE,i,151237.0,,male,-99.0,,0.0006744,2004.0,2004.0
300,74.0,70.0,CHE,i,125833.0,,male,-99.0,,0.0009378,2004.0,2004.0
301,79.0,75.0,CHE,i,95443.0,,male,-99.0,,0.0011944,2004.0,2004.0
302,100.0,80.0,CHE,i,108206.0,,male,-99.0,,0.0009611,2004.0,2004.0
303,9.0,5.0,CHE,i,205277.0,,male,-99.0,,1.95e-05,2005.0,2005.0
304,14.0,10.0,CHE,i,223374.0,,male,-99.0,,2.69e-05,2005.0,2005.0
305,19.0,15.0,CHE,i,223934.0,,male,-99.0,,5.81e-05,2005.0,2005.0
306,24.0,20.0,CHE,i,222846.0,,male,-99.0,,0.0001885,2005.0,2005.0
307,29.0,25.0,CHE,i,231025.0,,male,-99.0,,0.0001472,2005.0,2005.0
308,34.0,30.0,CHE,i,262038.0,,male,-99.0,,0.0003282,2005.0,2005.0
309,39.0,35.0,CHE,i,305789.0,,male,-99.0,,0.0004775,2005.0,2005.0
310,44.0,40.0,CHE,i,316118.0,,male,-99.0,,0.0005314,2005.0,2005.0
311,49.0,45.0,CHE,i,281164.0,,male,-99.0,,0.0007327,2005.0,2005.0
312,54.0,50.0,CHE,i,247365.0,,male,-99.0,,0.0007115,2005.0,2005.0
313,59.0,55.0,CHE,i,239001.0,,male,-99.0,,0.0007448,2005.0,2005.0
314,64.0,60.0,CHE,i,203942.0,,male,-99.0,,0.0008091,2005.0,2005.0
315,69.0,65.0,CHE,i,153207.0,,male,-99.0,,0.0007898,2005.0,2005.0
316,74.0,70.0,CHE,i,128351.0,,male,-99.0,,0.001083,2005.0,2005.0
317,79.0,75.0,CHE,i,97590.0,,male,-99.0,,0.0011477,2005.0,2005.0
318,100.0,80.0,CHE,i,111696.0,,male,-99.0,,0.001146,2005.0,2005.0
319,24.0,20.0,CYP,i,28494.0,,male,-99.0,,3.51e-05,2002.0,2002.0
320,34.0,30.0,CYP,i,23831.0,,male,-99.0,,4.2e-05,2002.0,2002.0
321,39.0,35.0,CYP,i,24990.0,,male,-99.0,,0.00012,2002.0,2002.0
322,44.0,40.0,CYP,i,26459.0,,male,-99.0,,0.0002646,2002.0,2002.0
323,49.0,45.0,CYP,i,23680.0,,male,-99.0,,0.0003378,2002.0,2002.0
324,54.0,50.0,CYP,i,22084.0,,male,-99.0,,0.0002264,2002.0,2002.0
325,59.0,55.0,CYP,i,18042.0,,male,-99.0,,0.0001663,2002.0,2002.0
326,64.0,60.0,CYP,i,15925.0,,male,-99.0,,0.0006907,2002.0,2002.0
327,69.0,65.0,CYP,i,12736.0,,male,-99.0,,0.0006281,2002.0,2002.0
328,74.0,70.0,CYP,i,9859.0,,male,-99.0,,0.0005072,2002.0,2002.0
329,79.0,75.0,CYP,i,7435.0,,male,-99.0,,0.000807,2002.0,2002.0
330,100.0,80.0,CYP,i,7865.0,,male,-99.0,,0.0021615,2002.0,2002.0
331,19.0,15.0,CYP,i,28867.0,,male,-99.0,,6.93e-05,2003.0,2003.0
332,24.0,20.0,CYP,i,29235.0,,male,-99.0,,3.42e-05,2003.0,2003.0
333,34.0,30.0,CYP,i,24632.0,,male,-99.0,,4.06e-05,2003.0,2003.0
334,39.0,35.0,CYP,i,25083.0,,male,-99.0,,0.0001993,2003.0,2003.0
335,44.0,40.0,CYP,i,26743.0,,male,-99.0,,0.0002618,2003.0,2003.0
336,49.0,45.0,CYP,i,24082.0,,male,-99.0,,8.3e-05,2003.0,2003.0
337,54.0,50.0,CYP,i,22329.0,,male,-99.0,,0.0001791,2003.0,2003.0
338,59.0,55.0,CYP,i,18559.0,,male,-99.0,,0.0003233,2003.0,2003.0
339,64.0,60.0,CYP,i,16009.0,,male,-99.0,,0.0006246,2003.0,2003.0
340,69.0,65.0,CYP,i,13036.0,,male,-99.0,,0.0007671,2003.0,2003.0
341,74.0,70.0,CYP,i,9995.0,,male,-99.0,,0.0008004,2003.0,2003.0
342,79.0,75.0,CYP,i,7469.0,,male,-99.0,,0.001205,2003.0,2003.0
343,100.0,80.0,CYP,i,7883.0,,male,-99.0,,0.0022834,2003.0,2003.0
344,29.0,25.0,CYP,i,27729.0,,male,-99.0,,3.61e-05,2004.0,2004.0
345,34.0,30.0,CYP,i,26368.0,,male,-99.0,,0.0001138,2004.0,2004.0
346,39.0,35.0,CYP,i,25091.0,,male,-99.0,,3.99e-05,2004.0,2004.0
347,44.0,40.0,CYP,i,26854.0,,male,-99.0,,0.0003351,2004.0,2004.0
348,49.0,45.0,CYP,i,25154.0,,male,-99.0,,0.0004771,2004.0,2004.0
349,54.0,50.0,CYP,i,22504.0,,male,-99.0,,0.0003999,2004.0,2004.0
350,59.0,55.0,CYP,i,19628.0,,male,-99.0,,0.0002038,2004.0,2004.0
351,64.0,60.0,CYP,i,15986.0,,male,-99.0,,0.0003128,2004.0,2004.0
352,69.0,65.0,CYP,i,13598.0,,male,-99.0,,0.0008089,2004.0,2004.0
353,74.0,70.0,CYP,i,10183.0,,male,-99.0,,0.0003928,2004.0,2004.0
354,79.0,75.0,CYP,i,7429.0,,male,-99.0,,0.0013461,2004.0,2004.0
355,100.0,80.0,CYP,i,7825.0,,male,-99.0,,0.0017891,2004.0,2004.0
356,24.0,20.0,CYP,i,30972.0,,male,-99.0,,3.23e-05,2005.0,2005.0
357,29.0,25.0,CYP,i,29460.0,,male,-99.0,,0.0001018,2005.0,2005.0
358,34.0,30.0,CYP,i,26863.0,,male,-99.0,,7.45e-05,2005.0,2005.0
359,39.0,35.0,CYP,i,25117.0,,male,-99.0,,0.0001991,2005.0,2005.0
360,44.0,40.0,CYP,i,26676.0,,male,-99.0,,0.0001874,2005.0,2005.0
361,49.0,45.0,CYP,i,25874.0,,male,-99.0,,7.73e-05,2005.0,2005.0
362,54.0,50.0,CYP,i,22835.0,,male,-99.0,,0.0001314,2005.0,2005.0
363,59.0,55.0,CYP,i,20392.0,,male,-99.0,,0.0002942,2005.0,2005.0
364,64.0,60.0,CYP,i,16430.0,,male,-99.0,,0.0001826,2005.0,2005.0
365,69.0,65.0,CYP,i,14058.0,,male,-99.0,,0.0007113,2005.0,2005.0
366,74.0,70.0,CYP,i,10440.0,,male,-99.0,,0.0004789,2005.0,2005.0
367,79.0,75.0,CYP,i,7551.0,,male,-99.0,,0.000927,2005.0,2005.0
368,100.0,80.0,CYP,i,8127.0,,male,-99.0,,0.0013535,2005.0,2005.0
369,29.0,25.0,CYP,i,31203.0,,male,-99.0,,9.61e-05,2006.0,2006.0
370,34.0,30.0,CYP,i,27352.0,,male,-99.0,,0.0001462,2006.0,2006.0
371,39.0,35.0,CYP,i,25131.0,,male,-99.0,,0.000199,2006.0,2006.0
372,44.0,40.0,CYP,i,26482.0,,male,-99.0,,0.000151,2006.0,2006.0
373,49.0,45.0,CYP,i,26593.0,,male,-99.0,,7.52e-05,2006.0,2006.0
374,54.0,50.0,CYP,i,23160.0,,male,-99.0,,0.000475,2006.0,2006.0
375,59.0,55.0,CYP,i,21157.0,,male,-99.0,,0.0002836,2006.0,2006.0
376,64.0,60.0,CYP,i,16872.0,,male,-99.0,,0.0005927,2006.0,2006.0
377,69.0,65.0,CYP,i,14518.0,,male,-99.0,,0.0004133,2006.0,2006.0
378,74.0,70.0,CYP,i,10695.0,,male,-99.0,,0.000935,2006.0,2006.0
379,79.0,75.0,CYP,i,7671.0,,male,-99.0,,0.0020858,2006.0,2006.0
380,100.0,80.0,CYP,i,8430.0,,male,-99.0,,0.0023725,2006.0,2006.0
381,14.0,10.0,DNK,i,171652.0,,male,-99.0,,4.08e-05,2003.0,2003.0
382,19.0,15.0,DNK,i,149058.0,,male,-99.0,,9.39e-05,2003.0,2003.0
383,24.0,20.0,DNK,i,153149.0,,male,-99.0,,0.0001959,2003.0,2003.0
384,29.0,25.0,DNK,i,181706.0,,male,-99.0,,0.0001981,2003.0,2003.0
385,34.0,30.0,DNK,i,195184.0,,male,-99.0,,0.0005226,2003.0,2003.0
386,39.0,35.0,DNK,i,217966.0,,male,-99.0,,0.0009359,2003.0,2003.0
387,44.0,40.0,DNK,i,196427.0,,male,-99.0,,0.0013949,2003.0,2003.0
388,49.0,45.0,DNK,i,186877.0,,male,-99.0,,0.0015572,2003.0,2003.0
389,54.0,50.0,DNK,i,182756.0,,male,-99.0,,0.0013844,2003.0,2003.0
390,59.0,55.0,DNK,i,197953.0,,male,-99.0,,0.0016064,2003.0,2003.0
391,64.0,60.0,DNK,i,145010.0,,male,-99.0,,0.0013172,2003.0,2003.0
392,69.0,65.0,DNK,i,111368.0,,male,-99.0,,0.0010775,2003.0,2003.0
393,74.0,70.0,DNK,i,87100.0,,male,-99.0,,0.0014696,2003.0,2003.0
394,79.0,75.0,DNK,i,68190.0,,male,-99.0,,0.0013052,2003.0,2003.0
395,100.0,80.0,DNK,i,72906.0,,male,-99.0,,0.0013991,2003.0,2003.0
396,4.0,0.0,DNK,i,165431.0,,male,-99.0,,1.21e-05,2004.0,2004.0
397,9.0,5.0,DNK,i,177696.0,,male,-99.0,,1.13e-05,2004.0,2004.0
398,14.0,10.0,DNK,i,175603.0,,male,-99.0,,1.71e-05,2004.0,2004.0
399,19.0,15.0,DNK,i,153867.0,,male,-99.0,,5.2e-05,2004.0,2004.0
400,24.0,20.0,DNK,i,149328.0,,male,-99.0,,0.000221,2004.0,2004.0
401,29.0,25.0,DNK,i,176589.0,,male,-99.0,,0.0002039,2004.0,2004.0
402,34.0,30.0,DNK,i,193845.0,,male,-99.0,,0.0003508,2004.0,2004.0
403,39.0,35.0,DNK,i,213552.0,,male,-99.0,,0.0007961,2004.0,2004.0
404,44.0,40.0,DNK,i,201396.0,,male,-99.0,,0.0011966,2004.0,2004.0
405,49.0,45.0,DNK,i,186963.0,,male,-99.0,,0.0012409,2004.0,2004.0
406,54.0,50.0,DNK,i,181219.0,,male,-99.0,,0.0015892,2004.0,2004.0
407,59.0,55.0,DNK,i,197128.0,,male,-99.0,,0.0013494,2004.0,2004.0
408,64.0,60.0,DNK,i,153513.0,,male,-99.0,,0.0012442,2004.0,2004.0
409,69.0,65.0,DNK,i,114829.0,,male,-99.0,,0.0009841,2004.0,2004.0
410,74.0,70.0,DNK,i,87616.0,,male,-99.0,,0.000993,2004.0,2004.0
411,79.0,75.0,DNK,i,68206.0,,male,-99.0,,0.0011583,2004.0,2004.0
412,100.0,80.0,DNK,i,73958.0,,male,-99.0,,0.0011763,2004.0,2004.0
413,9.0,5.0,DNK,i,175230.0,,male,-99.0,,5.71e-06,2005.0,2005.0
414,14.0,10.0,DNK,i,178789.0,,male,-99.0,,2.8e-05,2005.0,2005.0
415,19.0,15.0,DNK,i,158935.0,,male,-99.0,,1.89e-05,2005.0,2005.0
416,24.0,20.0,DNK,i,147793.0,,male,-99.0,,0.0001827,2005.0,2005.0
417,29.0,25.0,DNK,i,170562.0,,male,-99.0,,0.0002169,2005.0,2005.0
418,34.0,30.0,DNK,i,193505.0,,male,-99.0,,0.0002429,2005.0,2005.0
419,39.0,35.0,DNK,i,207311.0,,male,-99.0,,0.0006367,2005.0,2005.0
420,44.0,40.0,DNK,i,206601.0,,male,-99.0,,0.0011907,2005.0,2005.0
421,49.0,45.0,DNK,i,187776.0,,male,-99.0,,0.0014059,2005.0,2005.0
422,54.0,50.0,DNK,i,180718.0,,male,-99.0,,0.0016102,2005.0,2005.0
423,59.0,55.0,DNK,i,192796.0,,male,-99.0,,0.0012604,2005.0,2005.0
424,64.0,60.0,DNK,i,163893.0,,male,-99.0,,0.0012264,2005.0,2005.0
425,69.0,65.0,DNK,i,118272.0,,male,-99.0,,0.0010146,2005.0,2005.0
426,74.0,70.0,DNK,i,89003.0,,male,-99.0,,0.0010786,2005.0,2005.0
427,79.0,75.0,DNK,i,68207.0,,male,-99.0,,0.0013049,2005.0,2005.0
428,100.0,80.0,DNK,i,75117.0,,male,-99.0,,0.0011981,2005.0,2005.0
429,4.0,0.0,DNK,i,163333.0,,male,-99.0,,1.84e-05,2006.0,2006.0
430,9.0,5.0,DNK,i,173057.0,,male,-99.0,,5.78e-06,2006.0,2006.0
431,14.0,10.0,DNK,i,180618.0,,male,-99.0,,5.54e-06,2006.0,2006.0
432,19.0,15.0,DNK,i,163645.0,,male,-99.0,,6.11e-05,2006.0,2006.0
433,24.0,20.0,DNK,i,149089.0,,male,-99.0,,7.38e-05,2006.0,2006.0
434,29.0,25.0,DNK,i,164850.0,,male,-99.0,,0.0002123,2006.0,2006.0
435,34.0,30.0,DNK,i,191365.0,,male,-99.0,,0.000371,2006.0,2006.0
436,39.0,35.0,DNK,i,200966.0,,male,-99.0,,0.0007613,2006.0,2006.0
437,44.0,40.0,DNK,i,212266.0,,male,-99.0,,0.0009658,2006.0,2006.0
438,49.0,45.0,DNK,i,188818.0,,male,-99.0,,0.001663,2006.0,2006.0
439,54.0,50.0,DNK,i,181247.0,,male,-99.0,,0.0016497,2006.0,2006.0
440,59.0,55.0,DNK,i,186457.0,,male,-99.0,,0.0012711,2006.0,2006.0
441,64.0,60.0,DNK,i,174974.0,,male,-99.0,,0.0013145,2006.0,2006.0
442,69.0,65.0,DNK,i,121821.0,,male,-99.0,,0.0011574,2006.0,2006.0
443,74.0,70.0,DNK,i,91067.0,,male,-99.0,,0.001164,2006.0,2006.0
444,79.0,75.0,DNK,i,68345.0,,male,-99.0,,0.0012583,2006.0,2006.0
445,100.0,80.0,DNK,i,76425.0,,male,-99.0,,0.0010729,2006.0,2006.0
446,4.0,0.0,ESP,i,938699.0,,male,-99.0,,1.49e-05,2000.0,2000.0
447,9.0,5.0,ESP,i,997854.0,,male,-99.0,,3.41e-05,2000.0,2000.0
448,14.0,10.0,ESP,i,1104713.0,,male,-99.0,,3.26e-05,2000.0,2000.0
449,19.0,15.0,ESP,i,1341096.0,,male,-99.0,,9.25e-05,2000.0,2000.0
450,24.0,20.0,ESP,i,1651497.0,,male,-99.0,,0.0001659,2000.0,2000.0
451,29.0,25.0,ESP,i,1719419.0,,male,-99.0,,0.0003199,2000.0,2000.0
452,34.0,30.0,ESP,i,1671164.0,,male,-99.0,,0.0007791,2000.0,2000.0
453,39.0,35.0,ESP,i,1590928.0,,male,-99.0,,0.0012596,2000.0,2000.0
454,44.0,40.0,ESP,i,1436505.0,,male,-99.0,,0.0013505,2000.0,2000.0
455,49.0,45.0,ESP,i,1260589.0,,male,-99.0,,0.0014739,2000.0,2000.0
456,54.0,50.0,ESP,i,1188104.0,,male,-99.0,,0.0014915,2000.0,2000.0
457,59.0,55.0,ESP,i,1030281.0,,male,-99.0,,0.001322,2000.0,2000.0
458,64.0,60.0,ESP,i,918749.0,,male,-99.0,,0.0016,2000.0,2000.0
459,69.0,65.0,ESP,i,967288.0,,male,-99.0,,0.0024191,2000.0,2000.0
460,74.0,70.0,ESP,i,800304.0,,male,-99.0,,0.002644,2000.0,2000.0
461,79.0,75.0,ESP,i,568523.0,,male,-99.0,,0.0036269,2000.0,2000.0
462,100.0,80.0,ESP,i,518835.0,,male,-99.0,,0.0039859,2000.0,2000.0
463,4.0,0.0,ESP,i,960415.0,,male,-99.0,,1.46e-05,2001.0,2001.0
464,9.0,5.0,ESP,i,986715.0,,male,-99.0,,2.43e-05,2001.0,2001.0
465,14.0,10.0,ESP,i,1090375.0,,male,-99.0,,2.93e-05,2001.0,2001.0
466,19.0,15.0,ESP,i,1291854.0,,male,-99.0,,7.28e-05,2001.0,2001.0
467,24.0,20.0,ESP,i,1629142.0,,male,-99.0,,0.0001854,2001.0,2001.0
468,29.0,25.0,ESP,i,1763734.0,,male,-99.0,,0.0002982,2001.0,2001.0
469,34.0,30.0,ESP,i,1707823.0,,male,-99.0,,0.0007073,2001.0,2001.0
470,39.0,35.0,ESP,i,1639018.0,,male,-99.0,,0.0012666,2001.0,2001.0
471,44.0,40.0,ESP,i,1488347.0,,male,-99.0,,0.0015225,2001.0,2001.0
472,49.0,45.0,ESP,i,1293142.0,,male,-99.0,,0.0015033,2001.0,2001.0
473,54.0,50.0,ESP,i,1204000.0,,male,-99.0,,0.0014934,2001.0,2001.0
474,59.0,55.0,ESP,i,1073074.0,,male,-99.0,,0.0015861,2001.0,2001.0
475,64.0,60.0,ESP,i,903769.0,,male,-99.0,,0.0016553,2001.0,2001.0
476,69.0,65.0,ESP,i,961302.0,,male,-99.0,,0.0022844,2001.0,2001.0
477,74.0,70.0,ESP,i,818541.0,,male,-99.0,,0.003064,2001.0,2001.0
478,79.0,75.0,ESP,i,589369.0,,male,-99.0,,0.0037023,2001.0,2001.0
479,100.0,80.0,ESP,i,540806.0,,male,-99.0,,0.0043676,2001.0,2001.0
480,4.0,0.0,ESP,i,994616.0,,male,-99.0,,1.81e-05,2002.0,2002.0
481,9.0,5.0,ESP,i,985906.0,,male,-99.0,,2.23e-05,2002.0,2002.0
482,14.0,10.0,ESP,i,1083961.0,,male,-99.0,,2.77e-05,2002.0,2002.0
483,19.0,15.0,ESP,i,1253562.0,,male,-99.0,,0.0001165,2002.0,2002.0
484,24.0,20.0,ESP,i,1602220.0,,male,-99.0,,0.0001847,2002.0,2002.0
485,29.0,25.0,ESP,i,1811415.0,,male,-99.0,,0.0003588,2002.0,2002.0
486,34.0,30.0,ESP,i,1755388.0,,male,-99.0,,0.0007269,2002.0,2002.0
487,39.0,35.0,ESP,i,1687291.0,,male,-99.0,,0.0011699,2002.0,2002.0
488,44.0,40.0,ESP,i,1541779.0,,male,-99.0,,0.0015177,2002.0,2002.0
489,49.0,45.0,ESP,i,1337337.0,,male,-99.0,,0.0015254,2002.0,2002.0
490,54.0,50.0,ESP,i,1217918.0,,male,-99.0,,0.0015732,2002.0,2002.0
491,59.0,55.0,ESP,i,1109869.0,,male,-99.0,,0.0014867,2002.0,2002.0
492,64.0,60.0,ESP,i,914382.0,,male,-99.0,,0.0015639,2002.0,2002.0
493,69.0,65.0,ESP,i,943695.0,,male,-99.0,,0.0021956,2002.0,2002.0
494,74.0,70.0,ESP,i,836377.0,,male,-99.0,,0.0027715,2002.0,2002.0
495,79.0,75.0,ESP,i,607260.0,,male,-99.0,,0.003501,2002.0,2002.0
496,100.0,80.0,ESP,i,566206.0,,male,-99.0,,0.0044048,2002.0,2002.0
497,4.0,0.0,ESP,i,1038201.0,,male,-99.0,,2.31e-05,2003.0,2003.0
498,9.0,5.0,ESP,i,994527.0,,male,-99.0,,2.41e-05,2003.0,2003.0
499,14.0,10.0,ESP,i,1081289.0,,male,-99.0,,4.25e-05,2003.0,2003.0
500,19.0,15.0,ESP,i,1224727.0,,male,-99.0,,9.96e-05,2003.0,2003.0
501,24.0,20.0,ESP,i,1570391.0,,male,-99.0,,0.0001936,2003.0,2003.0
502,29.0,25.0,ESP,i,1854184.0,,male,-99.0,,0.0003344,2003.0,2003.0
503,34.0,30.0,ESP,i,1813244.0,,male,-99.0,,0.0006971,2003.0,2003.0
504,39.0,35.0,ESP,i,1735294.0,,male,-99.0,,0.0011687,2003.0,2003.0
505,44.0,40.0,ESP,i,1594602.0,,male,-99.0,,0.0015001,2003.0,2003.0
506,49.0,45.0,ESP,i,1390045.0,,male,-99.0,,0.0016791,2003.0,2003.0
507,54.0,50.0,ESP,i,1236060.0,,male,-99.0,,0.0015582,2003.0,2003.0
508,59.0,55.0,ESP,i,1140941.0,,male,-99.0,,0.0016583,2003.0,2003.0
509,64.0,60.0,ESP,i,940237.0,,male,-99.0,,0.0017017,2003.0,2003.0
510,69.0,65.0,ESP,i,922492.0,,male,-99.0,,0.0022114,2003.0,2003.0
511,74.0,70.0,ESP,i,852078.0,,male,-99.0,,0.0030654,2003.0,2003.0
512,79.0,75.0,ESP,i,624920.0,,male,-99.0,,0.0036165,2003.0,2003.0
513,100.0,80.0,ESP,i,595776.0,,male,-99.0,,0.0043943,2003.0,2003.0
514,4.0,0.0,ESP,i,1079631.0,,male,-99.0,,7.41e-06,2004.0,2004.0
515,9.0,5.0,ESP,i,1007512.0,,male,-99.0,,4.17e-05,2004.0,2004.0
516,14.0,10.0,ESP,i,1077010.0,,male,-99.0,,5.94e-05,2004.0,2004.0
517,19.0,15.0,ESP,i,1202249.0,,male,-99.0,,0.0001065,2004.0,2004.0
518,24.0,20.0,ESP,i,1532928.0,,male,-99.0,,0.0001879,2004.0,2004.0
519,29.0,25.0,ESP,i,1883488.0,,male,-99.0,,0.0003048,2004.0,2004.0
520,34.0,30.0,ESP,i,1874662.0,,male,-99.0,,0.0006497,2004.0,2004.0
521,39.0,35.0,ESP,i,1782856.0,,male,-99.0,,0.001133,2004.0,2004.0
522,44.0,40.0,ESP,i,1645570.0,,male,-99.0,,0.0015132,2004.0,2004.0
523,49.0,45.0,ESP,i,1446418.0,,male,-99.0,,0.0016109,2004.0,2004.0
524,54.0,50.0,ESP,i,1260632.0,,male,-99.0,,0.0015802,2004.0,2004.0
525,59.0,55.0,ESP,i,1168247.0,,male,-99.0,,0.0015185,2004.0,2004.0
526,64.0,60.0,ESP,i,973215.0,,male,-99.0,,0.0018495,2004.0,2004.0
527,69.0,65.0,ESP,i,900764.0,,male,-99.0,,0.0023846,2004.0,2004.0
528,74.0,70.0,ESP,i,864608.0,,male,-99.0,,0.0030118,2004.0,2004.0
529,79.0,75.0,ESP,i,642578.0,,male,-99.0,,0.0037879,2004.0,2004.0
530,100.0,80.0,ESP,i,626750.0,,male,-99.0,,0.0047834,2004.0,2004.0
531,4.0,0.0,ESP,i,1115517.0,,male,-99.0,,5.38e-06,2005.0,2005.0
532,9.0,5.0,ESP,i,1028644.0,,male,-99.0,,3.11e-05,2005.0,2005.0
533,14.0,10.0,ESP,i,1070736.0,,male,-99.0,,4.3e-05,2005.0,2005.0
534,19.0,15.0,ESP,i,1186713.0,,male,-99.0,,0.0001062,2005.0,2005.0
535,24.0,20.0,ESP,i,1497256.0,,male,-99.0,,0.0002204,2005.0,2005.0
536,29.0,25.0,ESP,i,1902958.0,,male,-99.0,,0.0003195,2005.0,2005.0
537,34.0,30.0,ESP,i,1942012.0,,male,-99.0,,0.0005983,2005.0,2005.0
538,39.0,35.0,ESP,i,1832702.0,,male,-99.0,,0.0011164,2005.0,2005.0
539,44.0,40.0,ESP,i,1698750.0,,male,-99.0,,0.0015247,2005.0,2005.0
540,49.0,45.0,ESP,i,1503884.0,,male,-99.0,,0.0017754,2005.0,2005.0
541,54.0,50.0,ESP,i,1289800.0,,male,-99.0,,0.0017134,2005.0,2005.0
542,59.0,55.0,ESP,i,1191754.0,,male,-99.0,,0.001601,2005.0,2005.0
543,64.0,60.0,ESP,i,1016736.0,,male,-99.0,,0.001735,2005.0,2005.0
544,69.0,65.0,ESP,i,879102.0,,male,-99.0,,0.0023365,2005.0,2005.0
545,74.0,70.0,ESP,i,871826.0,,male,-99.0,,0.0030832,2005.0,2005.0
546,79.0,75.0,ESP,i,660902.0,,male,-99.0,,0.0038251,2005.0,2005.0
547,100.0,80.0,ESP,i,658718.0,,male,-99.0,,0.0048306,2005.0,2005.0
548,14.0,10.0,FIN,i,166561.0,,male,-99.0,,3e-05,2002.0,2002.0
549,19.0,15.0,FIN,i,166769.0,,male,-99.0,,0.0001379,2002.0,2002.0
550,24.0,20.0,FIN,i,166777.0,,male,-99.0,,0.0002878,2002.0,2002.0
551,29.0,25.0,FIN,i,161945.0,,male,-99.0,,0.0006731,2002.0,2002.0
552,34.0,30.0,FIN,i,167405.0,,male,-99.0,,0.0014575,2002.0,2002.0
553,39.0,35.0,FIN,i,191009.0,,male,-99.0,,0.0020366,2002.0,2002.0
554,44.0,40.0,FIN,i,191376.0,,male,-99.0,,0.0029419,2002.0,2002.0
555,49.0,45.0,FIN,i,199635.0,,male,-99.0,,0.0026849,2002.0,2002.0
556,54.0,50.0,FIN,i,210723.0,,male,-99.0,,0.0027809,2002.0,2002.0
557,59.0,55.0,FIN,i,171737.0,,male,-99.0,,0.0024398,2002.0,2002.0
558,64.0,60.0,FIN,i,130597.0,,male,-99.0,,0.0018913,2002.0,2002.0
559,69.0,65.0,FIN,i,104832.0,,male,-99.0,,0.001822,2002.0,2002.0
560,74.0,70.0,FIN,i,90716.0,,male,-99.0,,0.0014551,2002.0,2002.0
561,79.0,75.0,FIN,i,62200.0,,male,-99.0,,0.0015916,2002.0,2002.0
562,100.0,80.0,FIN,i,51166.0,,male,-99.0,,0.002189,2002.0,2002.0
563,9.0,5.0,FIN,i,158242.0,,male,-99.0,,6.32e-06,2003.0,2003.0
564,14.0,10.0,FIN,i,168310.0,,male,-99.0,,1.78e-05,2003.0,2003.0
565,19.0,15.0,FIN,i,164260.0,,male,-99.0,,7.31e-05,2003.0,2003.0
566,24.0,20.0,FIN,i,168203.0,,male,-99.0,,0.0002854,2003.0,2003.0
567,29.0,25.0,FIN,i,165743.0,,male,-99.0,,0.0007723,2003.0,2003.0
568,34.0,30.0,FIN,i,161010.0,,male,-99.0,,0.0011614,2003.0,2003.0
569,39.0,35.0,FIN,i,188556.0,,male,-99.0,,0.001782,2003.0,2003.0
570,44.0,40.0,FIN,i,191883.0,,male,-99.0,,0.0034031,2003.0,2003.0
571,49.0,45.0,FIN,i,196593.0,,male,-99.0,,0.0028027,2003.0,2003.0
572,54.0,50.0,FIN,i,206404.0,,male,-99.0,,0.0030135,2003.0,2003.0
573,59.0,55.0,FIN,i,188064.0,,male,-99.0,,0.0025949,2003.0,2003.0
574,64.0,60.0,FIN,i,129918.0,,male,-99.0,,0.0019551,2003.0,2003.0
575,69.0,65.0,FIN,i,107943.0,,male,-99.0,,0.0015842,2003.0,2003.0
576,74.0,70.0,FIN,i,90539.0,,male,-99.0,,0.0018114,2003.0,2003.0
577,79.0,75.0,FIN,i,64939.0,,male,-99.0,,0.0014937,2003.0,2003.0
578,100.0,80.0,FIN,i,53462.0,,male,-99.0,,0.0024316,2003.0,2003.0
579,9.0,5.0,FIN,i,154517.0,,male,-99.0,,6.47e-06,2004.0,2004.0
580,14.0,10.0,FIN,i,168670.0,,male,-99.0,,3.56e-05,2004.0,2004.0
581,19.0,15.0,FIN,i,162971.0,,male,-99.0,,0.0001166,2004.0,2004.0
582,24.0,20.0,FIN,i,169799.0,,male,-99.0,,0.0002356,2004.0,2004.0
583,29.0,25.0,FIN,i,168558.0,,male,-99.0,,0.0007001,2004.0,2004.0
