id switch arsenic dist assoc educ
707 1 2.17 48.6040000915527 0 8
708 1 1.82 43.7319984436035 0 12
709 1 1.51 31.0890007019043 1 8
710 1 1.6 35.3429985046387 0 9
711 1 0.85 32.1010017395020 0 8
712 1 1.44 30.4449996948242 0 4
713 1 1.64 43.0769996643066 1 10
714 1 0.68 28.367000579834 0 8
715 1 1.68 28.742000579834 1 5
716 1 1.64 23.1310005187988 1 9
717 1 0.71 15.0050001144409 0 7
718 1 1.31 45.064998626709 1 0
719 1 1.15 51.625 0 2
720 1 1.03 8.55300045013428 1 8
721 1 2.25 8.7170000076294 1 8
722 1 1.42 4.64699983596802 0 5
723 0 0.62 20.0639991760254 1 4
724 1 3.04 18.2169990539551 0 5
725 1 1.39 32.4039993286133 0 5
726 0 0.52 48.390998840332 0 5
727 0 1.07 23.6480007171631 0 5
728 0 0.53 44.5839996337891 0 10
729 1 0.87 21.9610004425049 1 5
730 0 1.22 21.9610004425049 1 5
731 0 0.91 14.0030002593994 1 5
732 0 0.65 34.4939994812012 1 12
733 0 2.19 67.2399978637695 1 15
734 0 2.45 70.5380020141602 1 15
735 1 1.71 91.9830017089844 1 14
736 1 2.89 35.5789985656738 1 5
737 1 2.73 35.5789985656738 1 10
738 1 1.55 4.41400003433228 1 0
739 1 1.28 71.4079971313477 0 3
740 1 1.34 75.2330017089844 1 8
741 1 2.01 95.1809997558594 0 9
742 0 2.29 102.113998413086 0 6
743 0 2.59 114.486999511719 1 5
744 1 3.34 113.726997375488 0 16
745 1 2.76 123.794998168945 0 8
746 1 2.51 113.424003601074 1 6
747 1 2.42 143.070999145508 0 0
748 0 3.51 152.518997192383 0 5
749 1 3.19 142.869003295898 0 6
750 1 2.58 134.600006103516 0 8
751 1 2.18 126.942001342773 1 5
752 1 4.51 118.816001892090 0 0
753 1 3.29 110.699996948242 0 5
754 1 3.31 89.1900024414063 0 5
755 0 2.98 79.6750030517578 1 8
756 1 1.07 132.945999145508 1 6
757 0 2.63 125.524002075195 0 5
758 0 1.29 115.388999938965 0 5
759 1 3.38 99.0210037231445 1 6
760 1 0.83 117.010002136230 1 5
761 1 2.56 75.6060028076172 1 5
762 0 0.56 69.7829971313477 0 9
763 0 1.59 52.181999206543 0 5
764 0 2.87 134.098999023438 1 9
765 0 1.11 95.4670028686523 1 8
766 0 1.09 64.9980010986328 0 8
767 0 2.89 43.5979995727539 1 5
768 0 0.67 33.7089996337891 1 4
769 0 1.08 20.0090007781982 1 0
770 0 1.71 22.6200008392334 1 5
771 0 2.83 106.488998413086 0 0
772 1 2.59 137.815994262695 0 5
773 1 2.2 155.507995605469 0 12
774 1 2.04 152.160995483398 0 12
775 0 1.78 202.134002685547 0 0
776 0 1.94 170.427993774414 0 4
777 0 1.36 120.763999938965 1 5
778 1 3.25 131.179000854492 0 4
779 0 1.38 72.359001159668 0 4
780 1 1.51 50.5830001831055 1 4
781 0 0.84 75.3690032958984 0 8
782 0 0.98 79.3600006103516 0 5
783 0 0.9 93.5859985351563 1 5
784 0 1.32 80.1839981079102 1 6
785 0 1.59 82.6709976196289 1 5
786 0 3.07 70.7779998779297 0 10
787 0 0.85 34.5099983215332 0 10
788 0 1.29 56.734001159668 1 5
789 0 2.53 49.6209983825684 0 5
790 0 1.53 73.9049987792969 1 0
791 0 1.75 68.7809982299805 1 0
792 0 1.11 52.9290008544922 1 5
793 1 3.27 134.875 1 0
794 0 2.43 150.192993164063 1 2
795 0 1.57 138.024002075195 0 5
796 0 2.22 119.652999877930 1 5
797 0 2.95 112.577003479004 1 0
798 0 1.59 17.4179992675781 0 0
799 0 2.54 28.7129993438721 1 5
800 0 1.06 38.2239990234375 1 5
801 1 0.79 39.6759986877441 0 0
802 1 2.41 13.2659997940063 1 0
803 0 1.23 19.0909996032715 1 0
804 0 1.79 19.7439994812012 1 0
805 0 2.56 77.4390029907227 1 4
806 1 2.6 132.369995117188 1 0
807 0 3.01 67.0739974975586 1 0
808 0 2.88 38.8520011901855 1 5
809 0 2.7 16.7810001373291 0 5
810 0 3.66 28.7630004882813 1 0
811 0 0.93 14.2430000305176 1 6
812 0 1.17 32.9560012817383 1 5
813 0 4.46 38.9539985656738 1 5
814 0 2.11 67.3840026855469 1 5
815 0 3.17 82.802001953125 1 0
816 0 3.65 104.232002258301 1 5
817 0 1.8 54.1529998779297 1 5
818 0 5.6 53.2130012512207 1 0
819 0 4.18 31.6650009155273 1 5
820 1 4.78 45.9440002441406 0 5
821 1 4.07 37.3860015869141 0 5
822 1 4.74 14.6269998550415 0 5
823 1 4.81 27.6009998321533 0 10
824 1 4.65 35.8839988708496 1 10
825 1 1.53 52.1920013427734 0 5
826 1 2.7 31.621000289917 0 5
827 1 3.89 82.3820037841797 1 0
828 0 3.44 97.4029998779297 0 5
829 0 2.74 124.050003051758 1 0
830 0 3.21 126.800003051758 1 5
831 1 3.17 117.899002075195 1 5
832 0 1.29 115.013000488281 1 5
833 0 5.81 9.37199974060059 1 0
834 1 4.83 50.5970001220703 1 5
835 1 4.48 17.3320007324219 1 5
836 1 4.2 32.4249992370605 1 0
837 1 1.93 62.1949996948242 1 5
838 1 0.83 108.349998474121 1 5
839 1 3.86 67.1169967651367 1 0
840 1 4.39 66.4980010986328 1 5
841 1 3.57 52.7919998168945 1 5
842 0 3.32 72.0979995727539 1 5
843 1 3.07 92.988998413086 1 5
844 1 4.07 72.3779983520508 1 5
845 1 3.63 111.593002319336 1 10
846 1 3.39 112.913002014160 1 5
847 1 2.61 84.7040023803711 0 5
848 1 1.29 67.7880020141602 1 5
849 1 1.97 96.7969970703125 1 5
850 1 3.31 81.5149993896484 1 12
851 1 3.68 94.6389999389648 1 12
852 1 4.05 96.4820022583008 0 10
853 0 3.23 75.1129989624023 1 0
854 1 4.64 57.2120018005371 0 5
855 1 4.51 50.2560005187988 0 5
856 0 1.32 31.1000003814697 0 12
857 1 0.71 18.0370006561279 0 10
858 1 1.18 12.0220003128052 1 10
859 0 0.58 22.8649997711182 1 5
860 1 1.44 38.3899993896484 1 0
861 1 0.56 19.2600002288818 0 5
862 1 0.99 21.3729991912842 1 0
863 0 1.48 7.85799980163574 1 5
864 0 1.46 35.1640014648438 1 0
865 1 1.62 63.0060005187988 1 5
866 0 1.72 72.2249984741211 1 0
867 0 1.32 74.6600036621094 1 5
868 0 1 58.3969993591309 1 5
869 1 0.74 50.818000793457 1 5
870 1 1.07 41.390998840332 0 5
871 1 1.1 39.5460014343262 1 0
872 1 0.61 30.5820007324219 1 5
873 1 0.93 25.7280006408691 1 0
874 1 1.3 26.6049995422363 1 5
875 1 0.7 16.5790004730225 1 5
876 0 1.27 19.0540008544922 1 0
877 1 0.64 10.5810003280640 1 5
878 0 0.64 19.5779991149902 0 5
879 1 0.73 10.9390001296997 0 12
880 0 0.54 9.42300033569336 1 5
881 1 0.61 18.9370002746582 1 5
882 1 0.86 23.8020000457764 1 5
883 0 1.05 15.7100000381470 1 8
884 1 1.23 32.9980010986328 1 10
885 0 0.67 32.1990013122559 0 12
886 1 0.66 102.055999755859 1 4
887 0 0.57 12.8500003814697 1 5
888 0 0.55 21.9020004272461 1 5
889 1 2.34 41.3339996337891 0 0
890 1 1.31 42.310001373291 1 5
891 1 0.87 39.5110015869141 0 9
892 1 0.71 16.632999420166 0 0
893 1 0.66 24.9489994049072 0 0
894 0 1.47 42.0900001525879 0 0
895 0 0.88 48.9269981384277 0 0
896 1 0.86 14.5220003128052 0 10
897 1 0.82 49.6450004577637 1 12
898 0 0.69 56.8219985961914 1 5
899 0 0.61 15.6009998321533 0 8
900 0 1.01 43.0270004272461 1 0
901 1 1.5 43.507999420166 1 5
902 1 1.19 78.7210006713867 1 5
903 1 1.56 52.734001159668 1 5
904 1 1.39 48.5579986572266 0 5
905 1 0.64 21.8920001983643 1 10
906 1 0.6 24.0659999847412 1 0
907 1 0.82 26.4260005950928 1 10
908 1 1.19 56.6240005493164 0 5
909 1 0.93 35.0750007629395 0 5
910 1 1.1 29.5779991149902 1 5
911 0 1.47 21.3400001525879 1 0
912 1 1.58 21.0090007781982 1 14
913 1 2.04 7.93800020217896 1 0
914 0 0.54 35.1609992980957 0 0
915 1 0.72 10.0609998703003 1 0
916 1 0.69 46.2560005187988 1 5
917 0 1.41 48.6049995422363 1 0
918 0 0.85 24.3780002593994 1 8
919 0 1.32 27.5919990539551 1 9
920 0 1.89 43.5309982299805 1 0
921 0 1.51 91.6449966430664 1 0
922 1 1.86 92.8679962158203 1 5
923 1 6.76 70.9010009765625 0 9
924 1 3.19 67.4960021972656 1 10
925 1 6.32 27.4069995880127 0 0
926 1 2.4 57.1590003967285 0 11
927 1 0.88 19.6189994812012 1 8
928 0 0.54 11.3009996414185 0 5
929 1 0.8 41.515998840332 0 5
930 0 0.74 13.1169996261597 1 10
931 1 4.2 26.8330001831055 1 5
932 1 1.43 23.3729991912842 0 10
933 1 2.69 2.89499998092651 0 11
934 0 0.74 4.5939998626709 0 0
935 1 0.63 42.2200012207031 1 0
936 1 0.83 60.3639984130859 0 4
937 0 1.12 69.1549987792969 0 5
938 1 1.16 59.6590003967285 0 9
939 0 0.93 57.2879981994629 1 5
940 1 1.22 56.2560005187988 1 10
941 0 1.09 16.7800006866455 0 5
942 0 1.67 34.0900001525879 0 0
943 1 1.09 33.1679992675781 1 5
944 1 0.97 12.0059995651245 1 7
945 0 1.25 51.5149993896484 0 5
946 1 1.66 60.2939987182617 0 7
947 0 1.15 27.8110008239746 1 6
948 1 1.15 44.9199981689453 1 0
949 0 1.21 55.1529998779297 0 0
950 1 1.64 66.2570037841797 1 5
951 0 1.74 51.1629981994629 0 0
952 0 1.08 49.5190010070801 1 0
953 0 1.09 19.1369991302490 1 4
954 0 2.27 33.9949989318848 1 5
955 0 1.46 34.0670013427734 0 0
956 0 1.35 45.4070014953613 0 0
957 1 3.65 76.3030014038086 1 5
958 0 1.18 55.5870018005371 1 0
959 0 0.54 79.697998046875 1 0
960 0 1.01 92.0139999389648 0 6
961 1 1.5 76.6470031738281 1 8
962 1 1.63 78.8679962158203 0 5
963 1 0.76 62.326000213623 0 8
964 1 0.67 54.056999206543 1 5
965 1 1.14 16.9979991912842 1 5
966 0 0.73 3.38000011444092 1 0
967 1 1.6 50.7169990539551 1 10
968 1 2.3 22.3260002136230 0 11
969 0 0.61 59.9259986877441 1 0
970 1 0.65 162.921005249023 0 5
971 0 0.66 163.680999755859 0 0
972 0 0.51 33.7449989318848 0 0
973 0 0.65 72.8649978637695 0 5
974 0 3.42 153.356994628906 0 5
975 0 2.82 213.714996337891 1 5
976 0 1.32 98.9899978637695 0 0
977 0 1.89 93.1709976196289 1 0
978 0 1.37 85.3889999389648 0 0
979 0 1.38 70.6480026245117 0 5
980 0 2.39 50.5690002441406 0 0
981 0 0.82 28.9969997406006 1 0
982 0 0.61 84.6849975585938 0 0
983 0 2.97 75.0260009765625 0 0
984 0 1.11 11.2379999160767 0 0
985 0 1.54 96.4089965820313 0 5
986 0 1.19 103.411003112793 1 0
987 0 2.37 49.2980003356934 1 0
988 0 2.54 40.5740013122559 1 0
989 0 0.64 90.5490036010742 0 5
990 0 1.95 114.900001525879 0 5
991 0 1.85 84.7519989013672 0 5
992 0 1.3 88.218002319336 0 5
993 1 0.78 42.5690002441406 0 0
994 1 1.88 39.7929992675781 0 0
995 1 1.11 3.39299988746643 0 5
996 0 0.75 10.3330001831055 1 5
997 1 1.18 15.5959997177124 1 8
998 0 0.59 32.4550018310547 1 9
999 1 0.79 23.3799991607666 0 8
1000 1 1.24 26.4869995117188 0 10
1001 1 0.97 20.7180004119873 0 5
1002 1 0.73 8.64900016784668 1 8
1003 1 0.82 24.7940006256104 1 9
1004 0 0.75 17.5900001525879 0 0
1005 0 1.05 42.5169982910156 1 0
1006 0 0.53 27.7329998016357 0 0
1007 1 0.55 11.4560003280640 0 0
1008 0 0.83 23.3810005187988 1 0
1009 1 0.51 32.4879989624023 1 8
1010 1 0.74 31.2150001525879 0 5
1011 1 0.75 12.2410001754761 1 5
1012 0 0.65 35.4780006408691 1 8
1013 1 1.04 39.5410003662109 0 5
1014 1 1.47 40.0449981689453 0 10
1015 0 1.07 2.10899996757507 0 8
1016 1 2.11 23.1089992523193 0 7
1017 0 1.5 7.36999988555908 0 11
1018 0 1.8 16.6860008239746 1 0
1019 1 1.8 25.9710006713867 0 0
1020 1 2.65 7.76300001144409 1 11
1021 1 1.9 8.9670000076294 1 0
1022 0 1.71 13.5729999542236 1 0
1023 0 2.44 45.5330009460449 0 5
1024 1 0.52 32.5309982299805 0 5
1025 1 0.99 40.9480018615723 1 11
1026 1 0.93 58.7459983825684 0 0
1027 0 0.95 55.1100006103516 0 7
1028 0 1.56 26.7220001220703 0 8
1029 0 1.48 19.1569995880127 0 0
1030 1 1.53 16.2320003509521 0 10
1031 1 1.48 23.8390007019043 1 0
1032 1 1.06 57.3409996032715 0 10
1033 0 1.03 53.8120002746582 0 0
1034 0 0.67 18.8659992218018 0 10
1035 0 0.58 26.4820003509521 0 10
1036 1 0.67 27.9290008544922 0 0
1037 0 0.56 27.4120006561279 1 0
1038 1 0.69 33.4300003051758 0 12
1039 1 0.83 48.3339996337891 0 5
1040 1 1.11 61.4070014953613 0 0
1041 0 0.63 59.6419982910156 1 6
1042 1 1.22 34.2820014953613 0 0
1043 1 0.98 38.7849998474121 0 9
1044 1 1.04 35.7490005493164 0 11
1045 1 0.94 41.5890007019043 0 0
1046 0 2.16 5.3600001335144 0 10
1047 1 0.93 24.5009994506836 0 7
1048 0 0.53 23.7919998168945 0 8
1049 1 0.98 29.7159996032715 0 5
1050 0 0.75 28 0 5
1051 1 0.6 45.0279998779297 1 4
1052 1 1.47 48.7729988098145 1 0
1053 1 2.41 43.5589981079102 0 5
1054 1 0.75 78.5329971313477 1 8
1055 0 1.02 84.3929977416992 0 5
1056 0 1.28 88.4189987182617 1 5
1057 0 1.16 124.914001464844 1 5
1058 0 1.46 150.210998535156 0 5
1059 0 1.34 110.517997741699 1 5
1060 1 2 79.3160018920898 1 0
1061 1 1.15 41.9739990234375 0 6
1062 1 1.09 59.7949981689453 0 10
1063 1 1.38 102.739997863770 1 10
1064 1 1.99 91.3730010986328 1 8
1065 1 2.21 134.421005249023 0 8
1066 1 1.67 152.891006469727 1 0
1067 0 1.49 49.5449981689453 1 0
1068 0 1.24 39.0690002441406 1 0
1069 1 1.57 111.248001098633 1 5
1070 1 0.75 69.3899993896484 1 0
1071 1 1.19 28.882999420166 0 0
1072 0 1.39 11.2089996337891 1 5
1073 1 0.98 36.3489990234375 1 0
1074 1 1.13 30.2099990844727 1 0
1075 1 0.72 32.0999984741211 1 0
1076 1 0.95 17.9969997406006 1 0
1077 1 1.51 29.5340003967285 1 0
1078 1 1.35 17.1539993286133 1 0
1079 1 1.42 12.4029998779297 1 0
1080 0 1.43 38.1459999084473 1 10
1081 0 0.75 22.7380008697510 0 0
1082 0 0.98 10.3970003128052 0 8
1083 1 0.72 5.27199983596802 1 0
1084 1 1.89 20.5139999389648 1 0
1085 0 1.72 36.0069999694824 0 9
1086 0 1.92 29.4409999847412 0 0
1087 0 0.55 17.6389999389648 1 10
1088 0 0.53 32.5060005187988 0 5
1089 1 1.29 35.6689987182617 1 7
1090 1 0.76 35.6689987182617 0 11
1091 0 0.53 39.9550018310547 0 4
1092 1 0.7 60.4790000915527 1 8
1093 0 0.62 84.7519989013672 0 0
1094 0 0.69 60.7509994506836 0 6
1095 1 0.98 24.507999420166 0 0
1096 1 0.93 32.9910011291504 1 10
1097 0 1.23 17.2590007781982 0 0
1098 0 0.94 8.52400016784668 1 9
1099 1 1.05 54.193000793457 1 0
1100 0 0.85 32.2879981994629 1 8
1101 0 0.82 36.568000793457 0 0
1102 0 0.72 49.7610015869141 0 0
1103 0 0.61 41.0979995727539 0 0
1104 0 0.72 12.1040000915527 0 0
1105 1 1.14 66.4540023803711 0 5
1106 0 0.69 37.6959991455078 0 0
1107 0 1.02 22.3250007629395 0 0
1108 1 0.62 43.9539985656738 0 4
1109 0 0.57 21.9699993133545 0 5
1110 0 0.52 24.0480003356934 0 0
1111 0 0.52 21.1459999084473 0 11
1112 0 0.51 13.9639997482300 0 0
1113 0 0.65 22.2830009460449 1 5
1114 0 0.68 11.0609998703003 0 0
1115 0 3.73 173.871994018555 0 10
1116 0 1.14 89.2279968261719 0 0
1117 1 1.35 16.6439990997314 0 12
1118 0 1 5.46099996566772 0 12
1119 0 1.78 23.1730003356934 0 0
1120 0 0.75 16.1560001373291 0 12
1121 0 0.66 22.4080009460449 0 0
1122 0 0.63 14.2159996032715 0 5
1123 1 1.18 36.0530014038086 0 5
1124 1 1.05 11.5069999694824 0 10
1125 0 1.43 8.28699970245361 1 14
1126 0 0.81 12.2259998321533 1 3
1127 0 1.25 35.4500007629395 0 10
1128 0 0.96 10.0299997329712 0 7
1129 0 0.53 18.9330005645752 0 0
1130 0 0.71 11.0150003433228 1 8
1131 0 1.78 13.1949996948242 0 7
1132 0 1.32 34.7220001220703 0 5
1133 0 0.56 24.6949996948242 0 0
1134 1 1.21 39.8720016479492 0 0
1135 1 1.44 33.1520004272461 0 10
1136 1 1.63 26.7399997711182 0 8
1137 0 0.87 6.85599994659424 1 10
1138 1 0.56 34.9690017700195 0 5
1139 1 1.92 10.3979997634888 1 0
1140 0 0.91 38.931999206543 1 5
1141 1 1.34 33.9059982299805 1 5
1142 1 1.43 27.0259990692139 1 12
1143 0 1 45.6860008239746 0 13
1144 1 0.65 8.2770004272461 0 10
1145 0 1.49 12.5979995727539 0 4
1146 1 0.71 28.2250003814697 1 10
1147 1 1.03 39.9339981079102 0 9
1148 0 1.05 7.24200010299683 0 0
1149 1 0.89 40.0709991455078 0 12
1150 1 3.03 57.1049995422363 0 8
1151 1 4.77 38.882999420166 0 5
1152 1 1.1 59.5180015563965 0 10
1153 1 1.37 40.5449981689453 0 0
1154 1 1.41 21.2959995269775 0 0
1155 1 1.27 33.4389991760254 0 8
1156 1 0.93 34.5029983520508 0 10
1157 1 0.91 16.2280006408691 0 0
1158 1 1.04 51.7389984130859 0 0
1159 1 1.54 41.6549987792969 0 5
1160 1 0.92 48.0120010375977 0 5
1161 1 1.64 40.2379989624023 0 5
1162 1 1.43 31.3339996337891 0 0
1163 1 0.85 16.9440002441406 0 0
1164 1 0.71 17.9589996337891 0 5
1165 1 0.96 17.7670001983643 0 0
1166 1 0.75 22.6790008544922 0 0
1167 1 1.29 32.9659996032715 1 0
1168 1 0.87 21.9389991760254 0 0
1169 1 0.58 37.3089981079102 0 0
1170 1 0.73 14.4149999618530 0 10
1171 1 1.8 17.1840000152588 0 10
1172 1 1.82 63.5620002746582 0 0
1173 1 1.66 62.9599990844727 0 0
1174 1 0.88 46.5270004272461 0 0
1175 0 1.23 39.7809982299805 0 0
1176 1 1.71 29.2119998931885 0 0
1177 1 0.87 25.4160003662109 0 5
1178 1 0.76 21.4209995269775 0 0
1179 0 2.01 35.2190017700195 0 0
1180 1 1.74 40.7849998474121 0 0
1181 0 1.78 46.9720001220703 0 0
1182 0 1.74 83.9049987792969 0 0
1183 0 2.22 35.1800003051758 0 5
1184 0 1.29 156.018005371094 0 0
1185 0 2.87 116.516998291016 0 0
1186 0 1.71 111.880996704102 0 5
1187 1 2.21 114.776000976563 0 10
1188 1 2.58 119.876998901367 1 8
1189 1 1.69 150.330993652344 0 0
1190 1 0.7 61.2159996032715 0 0
1191 1 1.45 44.7550010681152 0 0
1192 1 1.2 34.742000579834 0 0
1193 1 1.22 58.5359992980957 0 0
1194 0 1.36 49.7910003662109 0 5
1195 1 1.12 57.4410018920898 0 0
1196 1 0.88 16.0330009460449 0 5
1197 1 1.64 19.4230003356934 1 5
1198 1 1.37 15.2980003356934 1 5
1199 1 1.01 8.14000034332275 0 5
1200 0 0.62 34.9580001831055 0 5
1201 1 1.14 41.5369987487793 0 10
1202 0 1.69 50.3950004577637 0 5
1203 1 2.38 49.7620010375977 0 5
1204 1 1.51 32.2490005493164 1 0
1205 1 1.28 23.2670001983643 1 0
1206 0 1.4 34.2929992675781 0 0
1207 0 1.2 50.8320007324219 1 0
1208 0 1.14 46.4090003967285 0 0
1209 0 2.08 31.7229995727539 0 5
1210 0 1.7 17.8840007781982 0 0
1211 1 1.07 20.6979999542236 0 5
1212 0 1.19 25.7940006256104 0 0
1213 1 1.32 42.3120002746582 0 4
1214 1 2.01 43.7369995117188 0 5
1215 0 2.88 38.7459983825684 0 5
1216 1 1.24 15.0550003051758 0 5
1217 0 2.89 7.55299997329712 0 5
1218 1 2.77 26.5049991607666 0 5
1219 1 0.78 35.5870018005371 0 11
1220 0 1.99 18.8199996948242 0 5
1221 1 2.25 25.5149993896484 0 5
1222 1 1.41 14.7910003662109 0 5
1223 0 0.66 8.7209997177124 0 5
1224 1 0.62 4.13600015640259 0 0
1225 1 1.28 19.2740001678467 0 0
1226 1 1.51 31.3470001220703 0 0
1227 1 0.75 30.9449996948242 0 0
1228 1 0.79 35.8720016479492 0 0
1229 1 0.63 50.4580001831055 0 0
1230 1 0.68 53.818000793457 0 0
1231 1 1.25 52.1319999694824 0 0
1232 1 1.09 54.0169982910156 0 0
1233 0 0.66 49.0550003051758 0 0
1234 1 1.11 39.1030006408691 0 0
1235 1 2.2 35.484001159668 0 0
1236 1 1.01 53.8450012207031 0 0
1237 0 0.56 49.4410018920898 0 0
1238 0 0.64 69.0849990844727 0 0
1239 1 0.67 65.2750015258789 0 0
1240 1 1.11 88.0429992675781 0 0
1241 1 1.38 62.625 0 0
1242 0 0.85 62.048999786377 0 0
1243 0 0.8 69.1989974975586 0 0
1244 1 1.26 42.8030014038086 0 0
1245 0 1.96 36.875 0 0
1246 0 0.92 36.4939994812012 0 0
1247 0 0.87 48.3889999389648 0 6
1248 1 3.93 24.9479999542236 0 0
1249 1 1.01 32.7620010375977 0 0
1250 0 1.81 60.5789985656738 0 0
1251 0 3.92 82.870002746582 0 0
1252 0 1.68 62.5139999389648 0 0
1253 1 1.23 64.1149978637695 0 0
1254 1 0.75 82.0270004272461 0 0
1255 1 0.74 38.9469985961914 0 0
1256 1 1.2 34.3310012817383 0 0
1257 1 2.04 39.4220008850098 0 0
1258 0 1.34 26.5179996490479 0 0
1259 0 1.19 29.2150001525879 0 0
1260 0 0.63 49.8540000915527 0 0
1261 0 1.13 97.5130004882813 0 0
1262 0 2.24 90.9240036010742 0 0
1263 0 2.21 80.8440017700195 0 0
1264 0 1.35 54.5050010681152 0 0
1265 1 0.64 57.7369995117188 0 0
1266 1 2 89.9710006713867 0 0
1267 0 2.85 87.0189971923828 1 0
1268 0 2.09 87.140998840332 0 0
1269 0 1.9 68.4229965209961 0 0
1270 1 3.58 94.0869979858398 0 0
1271 0 3.31 83.3099975585938 0 0
1272 1 0.89 16.4340000152588 0 0
1273 0 0.6 59.7610015869141 0 0
1274 0 2.47 37.5789985656738 0 0
1275 1 1.76 44.4720001220703 1 8
1276 1 2.87 53.564998626709 1 10
1277 1 2.82 47.2849998474121 1 10
1278 1 1.7 66.9189987182617 0 0
1279 1 1.81 51.2509994506836 0 0
1280 1 2.43 39.3510017395020 0 0
1281 0 0.51 59.2840003967285 0 0
1282 1 2.55 54.2410011291504 0 0
1283 1 1.91 55.2060012817383 0 0
1284 1 2.17 33.609001159668 0 0
1285 1 1.23 75.4710006713867 0 9
1286 1 3.17 19.2240009307861 0 0
1287 1 1.37 5.51200008392334 0 0
1288 1 2.4 17.1650009155273 0 0
1289 1 1.71 19.2590007781982 0 0
1290 1 2.92 12.9670000076294 0 0
1291 1 1.81 20.5170001983643 0 0
1292 1 2.86 39.7529983520508 0 0
1293 1 3.16 41.4620018005371 0 0
1294 1 2.63 71.7490005493164 0 0
1295 1 1.91 59.4710006713867 0 0
1296 1 1.1 27.4650001525879 0 10
1297 1 4.68 82.8140029907227 0 0
1298 1 4.27 76.916000366211 0 0
1299 1 2.31 40.6980018615723 0 0
1300 1 1.6 15.3579998016357 0 0
1301 1 2.47 17.7310009002686 0 0
1302 0 2.3 11.0410003662109 1 10
1303 1 1.77 33.2529983520508 0 10
1304 1 2.24 33.3300018310547 0 10
1305 1 3.09 50.0449981689453 0 5
1306 1 0.58 54.798999786377 0 8
1307 1 1.79 47.4269981384277 0 0
1308 1 2.95 60.5419998168945 0 0
1309 1 3.67 77.9830017089844 0 6
1310 1 1.63 82.75 1 7
1311 1 2.21 57.5709991455078 0 9
1312 1 2.2 82.7590026855469 0 0
1313 1 1.37 106.053001403809 0 9
1314 1 1.25 78.6790008544922 0 9
1315 1 2.59 9.99400043487549 0 10
1316 1 1.71 100.549003601074 0 10
1317 1 3.03 10.3660001754761 0 12
1318 1 1.06 6.11499977111816 0 0
1319 1 2.52 25.0030002593994 0 10
1320 1 1 28.4309997558594 0 6
1321 0 2.05 29.3299999237061 1 4
1322 0 1.44 25.1499996185303 0 10
1323 0 1.46 9.29500007629395 0 5
1324 1 1.32 12.503999710083 0 5
1325 1 0.52 7.72800016403198 1 0
1326 1 0.89 25.257999420166 0 0
1327 1 0.92 19.4799995422363 0 5
1328 1 0.54 14.3629999160767 0 0
1329 1 0.53 19.4190006256104 0 0
1330 1 0.84 21.2810001373291 0 0
1331 1 1.34 40.0769996643066 0 0
1332 1 1.19 31.3990001678467 0 10
1333 1 0.95 49.7760009765625 0 0
1334 0 3.12 84.5869979858398 0 0
1335 1 3.1 78.0189971923828 0 0
1336 1 3.04 88.1309967041016 0 0
1337 1 0.58 31.4969997406006 0 0
1338 0 1.64 40.4519996643066 0 10
1339 0 1.48 47.1269989013672 0 8
1340 0 0.69 11.8500003814697 0 0
1341 0 0.51 12.125 0 12
1342 1 0.63 29.7399997711182 1 12
1343 1 0.53 15.3450002670288 0 0
1344 1 0.61 51.6360015869141 0 0
1345 0 0.69 49.9269981384277 0 10
1346 0 0.94 62.9259986877441 0 0
1347 1 0.67 17.2700004577637 0 0
1348 0 1.23 35.6010017395020 0 11
1349 0 0.92 40.1069984436035 1 0
1350 1 1.71 57.701000213623 0 0
1351 1 1.22 42.8930015563965 0 0
1352 1 4.19 31.5410003662109 0 5
1353 1 2.03 64.088996887207 1 8
1354 1 3.96 38.617000579834 0 9
1355 1 3.78 42.9000015258789 0 0
1356 1 2.56 43.8800010681152 0 5
1357 1 4.53 123.581001281738 0 0
1358 1 2.29 144.708999633789 1 5
1359 1 3.21 154.595993041992 0 6
1360 1 1.76 134.102996826172 0 8
1361 0 2.38 58.6119995117188 0 5
1362 1 1.56 63.5800018310547 1 5
1363 1 0.85 53.125 0 5
1364 0 1.12 61.3689994812012 0 5
1365 1 0.7 21.5779991149902 0 0
1366 1 1.34 20.5359992980957 0 5
1367 0 0.91 33.7879981994629 0 5
1368 0 0.69 8.30099964141846 1 0
1369 0 1.2 24.1410007476807 1 0
1370 0 0.75 53.306999206543 1 5
1371 0 0.88 64.1259994506836 1 5
1372 0 1 149.292999267578 1 8
1373 0 1.96 130.201004028320 1 10
1374 0 1.24 114.263000488281 1 8
1375 0 0.77 110.458999633789 1 8
1376 0 0.67 112.754997253418 1 7
1377 0 1.24 84.6060028076172 0 5
1378 0 1.48 90.4459991455078 0 5
1379 1 1.02 3.69700002670288 0 0
1380 1 1.56 22.5650005340576 0 5
1381 0 1.52 8.17800045013428 0 5
1382 1 1.25 20.5639991760254 0 5
1383 1 0.56 20.9260005950928 0 0
1384 1 1.24 17.867000579834 0 0
1385 1 0.6 8.71500015258789 0 0
1386 1 1.05 16.6650009155273 0 0
1387 1 0.93 30.9279994964600 0 6
1388 1 0.57 49.4519996643066 0 0
1389 1 3.72 25.8159999847412 0 8
1390 1 0.7 30.6459999084473 0 0
1391 1 0.81 29.8229999542236 0 0
1392 1 0.57 21.4300003051758 1 9
1393 1 1.46 12.0030002593994 0 8
