1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
-2.14,0.24,-8.35,-2.96,3.06,2.38,5.39,2.91,-8.16,8.2,5.73,1.94,5.24,4.51,1.75,-6.5,-1.31,6.46,7.77,3.3,7.62,1.21,-0.63,-8.11,-2.23,8.93,9.17,8.98,9.03,3.69,8.98,8.54,-9.47,2.09,3.79,8.74,-8.16,6.12,1.21,1.12,-0.68,5.58,-2.43,-5.83,5.44,-0.19,4.27,-0.58,8.59,8.06,5.15,2.57,3.83,3.69,3.01,6.8,7.72,-6.46,-8.16,5.63,8.93,8.3,7.86,-7.57,8.98,9.03,-2.18,8.98,8.4,-5.83,-9.03,8.93,6.02,-0.15,2.57,1.46,1.99,6.8,4.81,7.52,6.65,2.18,8.5,2.18,5.1,1.46,4.66,7.86,8.11,1.7,1.31,2.91,1.26,0.39,2.14,6.6,6.6,5.53,6.6,8.69
4.51,-7.28,3.06,-4.37,2.23,0.19,0.49,2.09,-4.37,-3.45,1.94,0.73,-4.51,0.19,-7.09,2.23,-1.94,-7.62,-7.14,-3.5,4.37,-6.6,1.99,-0.58,-0.78,-5.44,6.99,2.38,7.23,-3.79,7.43,-8.74,5.78,5.49,0.87,6.75,-7.23,5.97,0.97,6.12,-8.88,-7.82,-8.3,-9.08,-0.87,1.12,1.46,0.19,2.91,-0.44,7.43,-3.74,-9.22,7.09,-9.03,-7.82,-5.58,-6.02,-7.67,-4.85,-1.02,-0.58,-4.71,1.41,6.07,-3.25,-8.3,-0.58,2.67,-0.34,-0.34,-0.1,1.99,0.39,-0.1,-0.63,2.38,-0.15,-0.15,3.25,7.04,-6.6,0.44,0.39,6.94,-6.84,-3.25,-2.62,7.09,-1.84,-0.53,-3.64,-3.64,-0.39,7.33,-6.02,-5.19,-0.78,2.48,8.3
-5.58,-4.85,-5.63,-0.78,1.46,-3.3,4.13,4.08,-3.06,1.7,-1.07,-0.58,3.98,7.14,-6.84,6.5,-0.68,-8.11,6.75,-0.68,7.14,5.0,4.66,-6.55,-0.78,1.84,6.12,0.83,5.78,-0.39,2.14,5.1,-8.69,-1.02,6.02,5.97,-5.58,-2.86,3.88,-0.49,6.55,4.9,-6.26,-4.47,1.07,4.56,4.17,-0.97,3.93,6.21,4.03,0.15,2.72,5.39,-8.45,6.6,6.21,-8.74,0.1,-0.1,4.32,5.19,-2.04,-0.44,-0.83,4.71,-3.59,4.08,4.42,-2.33,2.67,4.76,-0.49,-7.48,-7.77,-0.29,0.34,3.3,-8.01,0.34,5.68,-8.16,-6.6,3.54,3.2,-9.03,-0.58,-0.73,7.96,-0.83,-4.61,-8.88,2.62,-7.86,-8.01,2.04,5.63,-0.49,-0.68,3.25
5.0,-0.63,5.44,-2.48,-1.89,6.75,-0.83,-9.61,6.17,6.84,8.25,8.25,-0.05,3.54,0.05,2.28,-9.17,6.89,2.62,-0.29,-5.87,-1.5,6.99,5.44,-5.53,-1.55,8.06,6.65,3.11,5.44,6.12,-1.36,-6.8,5.73,7.67,7.62,5.53,4.81,-1.31,-6.02,5.44,-0.15,8.3,-6.5,6.65,-1.02,8.35,7.04,7.14,7.09,-2.18,0.05,7.43,7.14,7.33,3.06,5.49,-7.38,-1.41,-1.21,7.14,7.04,6.17,5.78,6.94,6.21,-0.87,8.88,7.14,8.25,7.77,7.77,8.16,-8.59,8.06,8.11,8.3,8.3,8.3,8.3,8.35,8.16,8.11,8.35,7.91,8.93,4.9,8.88,8.59,8.59,8.59,8.69,8.54,8.35,8.35,8.3,8.3,7.33,6.21,7.48
-8.25,-3.74,-5.87,-5.87,0.68,-0.24,-3.59,3.59,-5.58,-6.7,-4.27,-0.49,-3.88,-4.17,3.45,-2.23,-6.75,-4.42,3.45,4.37,-2.67,-4.76,-0.44,-8.25,-0.53,-2.96,4.61,2.52,-0.29,-5.49,-2.67,-0.24,-3.74,-2.14,-5.68,1.26,-5.58,-6.31,2.82,-4.47,1.84,-0.58,-4.76,-8.25,2.77,-0.29,1.26,2.33,5.29,5.15,-4.27,-2.96,3.4,-1.12,-1.6,-5.24,-8.25,-8.25,-1.26,-3.83,-3.06,5.39,-6.31,-1.26,-5.29,-2.96,-5.29,-1.02,3.79,-0.53,-6.31,5.63,2.48,-4.76,5.19,5.19,4.03,5.73,-4.66,-5.73,-3.59,6.21,1.75,0.39,0.39,-6.55,-0.15,-3.98,5.39,-0.15,-5.78,2.38,4.27,-5.34,2.52,2.91,-5.29,-5.29,4.66,4.76
3.5,2.33,5.49,-0.92,-6.99,-2.82,-1.36,1.75,4.32,0.15,8.06,2.96,-6.46,6.55,-2.33,0.1,-4.47,2.43,2.77,1.46,3.83,7.23,2.82,4.76,-0.83,4.76,-1.12,3.64,4.95,4.61,3.2,4.37,1.17,2.86,4.76,-0.58,0.63,1.94,3.69,4.27,0.73,5.49,4.03,-1.94,3.98,5.05,7.09,5.53,5.58,2.77,-0.58,0.0,5.97,7.33,1.12,5.73,-4.71,-7.96,0.24,1.94,4.76,7.28,6.89,1.26,6.8,1.75,3.54,6.36,5.05,3.35,-4.51,-4.03,-5.83,-3.5,0.34,-0.63,-5.34,-0.78,-4.13,-4.13,-4.17,1.99,1.5,2.38,-0.53,0.83,1.75,0.0,6.26,1.7,-1.55,-1.94,0.97,-1.07,-3.2,-3.5,-2.86,3.45,3.93,0.05
4.61,7.33,-4.08,2.62,-4.66,2.86,5.87,-8.01,7.23,8.25,5.0,-6.8,-3.01,0.92,4.27,2.18,-6.5,-3.88,-5.15,5.15,-0.87,8.45,3.69,2.52,4.37,2.52,7.91,-2.09,6.17,2.52,7.91,3.79,3.25,-1.12,8.35,6.99,1.46,7.33,-0.24,7.28,1.84,5.34,3.74,2.14,5.78,7.91,0.73,4.9,6.75,7.82,3.2,-5.1,6.8,2.48,6.5,5.05,2.33,2.43,-6.07,-5.68,2.86,8.35,-4.85,0.97,5.15,3.59,-0.19,7.96,7.28,1.36,-0.15,4.22,3.54,-3.93,-4.81,-4.27,1.21,3.54,1.17,-0.92,-4.71,1.6,4.71,6.89,6.02,5.53,5.19,3.79,-4.71,6.31,-1.02,3.54,5.58,6.7,6.75,2.72,6.99,5.19,0.53,2.04
-0.53,-3.69,-6.31,-4.66,-4.37,2.52,0.15,4.13,-3.06,-5.78,2.14,-5.78,-8.4,-1.65,-8.06,-7.91,-3.11,1.17,-2.96,-2.86,-5.29,-6.12,0.73,-0.68,0.0,-0.63,1.12,-6.84,1.8,-1.65,-3.83,7.09,-7.09,-6.21,0.49,0.29,1.21,-6.26,-6.07,0.73,1.17,1.07,-5.58,0.29,2.09,2.62,2.57,-0.29,-2.23,-0.29,-6.02,-5.68,-9.27,-5.73,-0.58,2.67,-0.78,5.1,-5.58,-1.5,1.94,0.92,-4.03,-3.25,1.26,-4.08,-4.42,-0.83,-0.39,-3.93,-5.97,-5.97,-6.21,0.29,-1.99,-6.46,-2.67,-1.75,-4.85,-5.39,-4.95,-5.44,0.19,-6.5,-1.5,-6.26,-6.46,0.87,2.86,-7.04,-7.04,-7.86,-1.17,-5.87,-5.97,-6.07,-5.78,-6.55,-5.87,-0.73
7.62,6.5,-0.68,-0.05,1.17,-1.12,-0.29,0.92,-0.19,7.23,1.99,-0.05,-2.23,-2.14,4.17,-5.63,0.34,-2.82,-2.48,-3.79,0.68,7.72,-0.53,-1.17,3.98,-0.53,5.29,0.19,5.92,-0.19,6.26,2.86,-0.05,-0.78,3.59,7.62,-0.15,-0.05,-0.05,1.17,-0.78,5.63,-1.5,5.05,3.83,5.05,-0.29,6.99,1.5,5.19,-0.87,3.83,4.32,3.83,-0.29,-1.99,-0.53,0.34,0.92,0.78,5.05,4.9,4.32,-1.02,5.15,0.83,-3.2,4.95,-3.79,-2.23,-9.42,5.78,7.23,-5.87,-5.49,7.23,-6.46,6.75,5.63,7.57,6.75,7.72,-0.68,6.6,0.44,-7.18,6.99,8.2,6.89,0.1,0.1,5.63,-0.92,-6.46,-5.97,6.89,-6.94,6.12,-7.67,5.78
-0.49,-4.27,0.29,1.89,-1.12,0.39,-2.52,-3.01,-0.78,-4.03,1.75,-0.63,-6.21,-0.29,2.43,-1.31,-6.75,-0.53,-0.44,-0.44,-0.1,-4.56,-0.63,0.44,-1.75,-0.15,3.74,-1.41,0.34,-0.05,-0.68,-1.02,-0.63,-4.17,-0.97,-0.63,-3.79,0.73,0.34,-6.7,1.26,-1.89,-2.86,-3.5,-1.26,-1.12,0.19,-1.7,-0.53,6.26,-1.89,-4.13,0.19,-0.24,-2.09,-0.73,-3.79,-3.79,-1.99,-4.47,-0.97,-0.68,-4.56,-2.67,-0.73,6.36,-4.76,-1.07,-1.02,-2.48,-1.89,-3.5,-3.06,2.77,1.21,0.39,-1.21,1.7,-1.75,1.36,-1.5,-0.1,-2.72,-0.83,-1.6,2.43,-0.34,-3.4,-1.12,1.31,-3.11,-4.42,-0.49,-1.6,-4.56,-0.53,-2.72,-1.7,0.39,-3.25
4.61,-4.37,8.2,-1.5,-6.26,8.93,-3.98,-7.48,-4.76,-4.61,7.14,3.45,-7.48,-3.2,-7.48,-6.31,-0.1,-2.67,-3.98,-3.98,3.79,-3.64,7.28,6.99,0.19,3.83,5.05,0.19,4.71,7.86,-0.19,0.73,2.96,3.64,8.83,6.41,-4.22,3.2,2.96,1.94,-4.95,-0.87,-2.33,-5.1,5.0,1.65,5.53,5.34,-0.34,3.93,-3.2,-3.64,-1.6,5.44,-3.4,-0.78,-3.74,-5.05,8.5,-0.83,7.43,-2.91,-2.52,0.53,-3.64,5.0,6.6,4.71,4.61,-3.64,-1.75,2.52,2.91,1.8,5.63,3.59,-1.17,4.22,1.7,3.83,3.88,-2.09,0.0,0.1,5.19,-5.53,0.63,5.53,8.88,-4.37,-4.37,4.51,-3.98,-4.66,8.64,-1.46,0.0,-6.84,-6.55,-6.21
6.12,5.24,-4.27,3.79,-3.01,0.58,-0.73,-3.4,-2.86,5.92,3.2,3.93,3.98,2.18,-2.67,-0.44,-0.53,-0.78,3.59,-0.44,5.63,4.13,0.78,1.21,1.84,5.44,4.61,5.39,4.51,1.41,5.44,4.13,-4.32,4.37,-1.21,4.03,3.16,1.21,6.12,2.23,6.07,3.79,-0.15,9.17,4.27,4.32,4.56,5.39,5.1,7.38,0.58,3.25,5.58,0.92,-1.5,1.65,-2.04,0.87,2.57,1.31,4.17,3.4,2.14,1.26,1.02,5.05,2.14,1.21,2.48,-2.91,-2.82,1.26,4.17,1.6,-4.71,-2.62,3.25,6.12,1.31,3.83,3.54,-2.18,2.33,4.61,4.42,5.58,2.28,-5.49,-2.62,4.42,-0.05,1.26,6.6,3.59,1.6,1.31,0.92,-0.05,2.57,4.22
1.99,4.66,-3.74,-5.87,2.62,3.54,7.28,-7.18,-6.12,-2.96,-5.34,-4.56,-3.54,-3.98,-9.66,-8.93,-2.14,-2.33,-5.34,7.48,-5.73,-6.07,-6.46,-8.5,-3.88,7.72,9.13,8.93,9.13,-6.07,8.98,9.08,-7.33,-5.92,2.28,7.33,-8.4,8.11,-8.45,-6.6,-8.5,8.54,-7.67,-8.79,2.04,8.25,2.43,-1.21,7.33,5.63,5.83,3.2,5.83,8.11,-5.44,2.62,-3.59,-8.79,-5.83,-7.96,9.13,3.59,-0.68,-7.86,7.52,2.72,-5.19,3.79,-3.93,-8.59,-2.04,4.47,1.55,-3.25,-4.76,3.83,-5.1,2.23,1.02,6.02,-6.17,-3.59,8.06,-4.95,2.38,-8.54,-4.13,-4.32,7.48,1.84,-1.17,-3.74,-3.25,-8.59,0.24,-4.32,-5.49,5.19,-6.8,3.3
-1.07,-4.66,7.72,3.54,4.95,4.56,1.5,-3.35,2.62,5.05,8.5,4.56,-6.02,3.69,-8.79,-9.32,3.2,-0.83,2.72,1.6,5.73,3.11,3.2,2.57,4.81,3.69,4.66,1.7,4.37,3.54,1.26,2.62,0.0,5.68,2.33,3.2,-9.08,-0.63,5.34,6.75,3.54,8.93,5.78,-8.64,2.62,7.67,3.54,4.71,6.21,7.91,4.56,4.56,4.71,4.27,4.22,0.68,2.57,-5.63,1.84,-6.94,4.08,2.48,-6.84,-4.03,8.69,3.88,1.07,5.58,-5.19,3.54,3.54,3.45,3.01,-0.58,-1.36,7.28,4.27,7.04,3.5,3.93,3.16,8.54,8.3,0.87,-0.39,-1.12,-2.52,3.2,4.32,1.75,1.26,2.67,1.17,-1.84,2.82,2.86,6.31,2.57,-5.15,3.74
0.83,-2.67,-0.29,2.14,1.12,-1.02,6.36,-2.04,-3.54,-2.57,0.73,3.98,1.07,3.64,1.6,3.59,-0.15,6.75,8.25,8.69,3.59,4.76,6.94,-0.34,-2.48,2.86,-1.31,8.54,4.32,5.83,-3.3,8.98,-4.22,5.44,5.83,7.28,2.57,4.81,7.48,0.24,-6.65,4.22,-0.97,-1.07,1.17,2.48,5.0,2.82,9.17,5.44,-5.58,-4.47,8.45,4.27,0.39,2.43,2.14,3.25,1.12,-3.01,0.24,6.55,7.82,-1.65,-4.17,7.09,-2.43,9.17,6.31,0.34,7.86,6.65,-7.67,-7.67,-7.67,7.52,7.72,8.25,-6.65,-6.65,-8.01,-7.72,-8.2,7.82,-7.23,-7.09,-8.79,-7.48,9.22,6.65,-7.91,6.31,6.46,-8.69,8.06,8.06,8.54,6.36,6.26,-7.48
-2.18,-8.45,-8.54,-8.11,9.17,-7.67,-9.51,4.71,8.98,-8.2,-4.85,-3.74,-0.44,-4.85,-1.12,-2.48,2.43,-0.97,-7.09,-7.91,-0.19,-6.89,-8.06,-8.98,-8.06,-0.29,3.11,-4.27,9.22,-9.17,-3.88,-0.29,-7.82,-7.72,9.32,6.99,-6.7,-8.59,-4.32,-4.85,-8.74,-3.45,-6.94,-6.89,-6.89,-4.66,-5.44,-5.1,-0.49,1.7,-9.08,-7.72,9.13,0.53,2.28,-6.84,-7.14,-6.55,-8.3,8.98,-0.29,1.07,-2.23,-9.32,0.44,9.22,-7.18,1.46,1.65,-6.89,-1.31,9.08,-8.4,-8.25,-3.88,-1.94,-3.01,-1.36,-3.88,-3.64,-0.78,-4.95,4.22,-0.58,4.42,7.14,3.98,8.98,9.27,-1.46,8.01,-4.61,8.74,9.03,7.33,-3.16,6.17,8.25,-6.89,-6.21
2.91,4.85,5.15,0.1,6.84,2.96,3.3,-4.66,-0.15,5.58,7.52,4.32,-3.4,2.09,0.87,-7.43,0.24,5.63,4.37,-6.55,4.95,1.8,3.83,5.83,-2.62,-1.6,8.74,3.2,6.75,0.19,8.45,2.28,0.92,2.09,4.37,5.73,-4.03,4.08,5.87,5.78,-4.47,2.96,2.96,-4.32,3.16,-0.1,0.97,2.09,2.77,2.38,6.6,1.55,1.07,7.33,2.48,-1.99,-5.63,-3.64,0.73,1.21,6.26,1.36,-2.52,-4.22,0.68,6.89,1.5,5.63,-2.14,2.82,0.53,4.61,1.55,-1.75,-4.08,2.33,-3.16,-1.31,-2.18,0.29,3.35,-3.79,-3.79,3.59,4.27,-2.67,4.81,-5.24,5.19,-2.18,3.74,-4.17,5.63,-1.8,-4.71,-5.83,2.62,5.53,-6.12,-1.17
5.1,4.56,-5.58,-6.65,-8.2,0.29,2.86,1.21,4.22,-0.97,-0.29,5.53,-2.48,4.51,-1.5,2.23,-3.54,-5.73,-3.25,-3.11,4.17,5.0,-0.97,0.0,0.05,5.92,-1.07,1.6,3.83,-5.68,4.71,1.84,-6.36,7.14,5.63,2.96,4.13,6.41,2.57,-4.08,-2.43,4.42,0.1,-2.91,5.24,5.49,2.33,0.39,0.1,3.98,0.83,0.05,3.79,3.64,1.89,6.89,-6.31,-6.99,2.67,0.34,2.82,1.46,-6.26,-2.48,4.85,7.82,1.99,4.81,5.19,-0.39,-8.25,2.14,-7.86,-7.96,-8.69,4.32,-8.5,-8.5,-8.5,-5.0,6.46,-3.93,3.79,-3.4,-3.4,-3.88,4.17,4.08,0.68,-7.91,3.74,0.15,3.5,3.01,0.78,2.52,1.75,2.72,-2.77,-5.83
-5.53,-4.08,-7.09,-7.77,-9.51,0.24,-8.98,0.87,-2.14,-5.97,-9.47,-9.61,-1.12,-9.61,-0.83,-4.51,-3.69,-9.81,-3.45,-8.98,-1.21,-8.11,-7.33,-7.09,-3.01,-5.49,-9.37,2.04,-1.6,-5.87,-8.01,-2.52,-6.36,0.49,-0.97,-0.05,-8.69,-8.11,-1.89,-8.11,-9.47,2.09,-9.61,-9.42,-9.56,-7.38,-3.3,-6.94,1.31,2.82,-9.42,-4.08,-3.06,-7.48,-9.42,-9.56,-5.53,-8.98,-7.43,-5.53,-3.25,-0.1,-1.99,-7.09,-4.13,-6.41,-6.12,0.29,3.25,-5.15,-6.21,-2.38,-6.75,-6.75,-6.75,-6.75,-7.43,-7.43,-9.37,-9.66,0.97,-5.39,-4.85,-9.47,-9.47,-9.47,-9.47,-9.47,1.21,-9.47,-9.47,-9.47,-9.47,-9.47,-8.35,-1.07,1.75,-9.85,2.86,-9.66
-4.17,-4.81,6.89,-8.98,-4.17,3.59,8.83,1.21,-0.78,1.36,0.53,2.52,4.42,3.64,-0.78,-3.54,-3.54,-3.4,3.11,6.46,1.75,-6.12,3.01,7.77,-0.39,-0.24,7.33,8.01,-6.6,1.46,4.76,2.77,-6.7,-0.24,7.52,3.54,-4.37,2.33,0.83,2.52,0.44,5.49,-6.75,-2.96,1.65,-8.74,4.13,4.66,7.33,-3.69,0.39,-4.13,-8.59,-0.49,4.08,-4.08,-7.52,3.25,3.64,-1.55,-2.48,3.83,2.62,2.72,1.7,8.11,-1.17,-7.23,-0.34,-1.75,7.67,6.17,3.01,-8.2,-3.01,-7.82,5.39,5.39,-2.18,-0.29,0.63,1.07,-0.24,4.95,5.44,2.23,6.89,1.21,6.75,8.16,2.72,0.39,6.84,2.18,2.57,-0.05,5.78,1.5,-1.31,4.13
6.7,6.7,7.38,3.25,-0.58,2.38,-3.98,-5.29,8.64,8.25,2.72,7.43,2.04,7.23,2.57,-0.49,0.39,4.66,3.35,0.83,0.97,7.23,5.83,5.44,5.68,7.23,1.26,1.94,6.89,7.67,5.44,7.33,2.96,5.68,2.57,5.34,3.54,6.6,3.98,7.09,6.31,8.11,4.13,5.73,3.93,7.67,4.08,3.11,4.61,6.12,2.18,5.78,6.12,4.81,6.65,8.11,5.0,-0.05,-2.18,3.69,2.04,6.07,3.54,1.46,2.48,6.07,7.57,3.64,6.84,3.64,-3.25,7.52,-4.47,-2.91,-3.74,5.24,-3.54,-3.25,2.72,-4.95,7.82,-0.15,4.32,-4.51,2.86,-3.98,-3.3,5.05,0.58,-3.45,-3.98,5.39,5.63,-2.67,6.02,5.83,-3.16,-2.57,-3.54,-5.0
-9.51,-9.71,-9.81,-9.76,-4.81,-3.64,-9.32,-4.22,-9.81,-4.9,2.23,-6.02,-5.58,-5.53,-4.42,-1.46,-4.08,-4.51,-4.32,-3.45,-7.18,-9.66,-9.27,-9.81,-9.66,1.75,-0.87,1.5,5.92,-9.71,2.33,3.3,-8.25,3.06,2.48,7.38,-9.51,-3.54,2.09,-9.85,-6.07,-4.17,-9.81,-9.71,-3.59,7.91,1.89,0.05,2.57,2.28,-9.56,-2.33,6.94,1.99,-9.56,3.25,-9.56,-9.71,-9.71,-9.61,1.31,3.64,-4.85,-9.66,2.23,4.08,-9.47,4.47,0.24,-3.35,7.72,5.73,-9.37,-7.82,-9.85,-9.42,-9.81,-7.91,-8.59,-7.43,-9.71,-4.03,-5.97,1.89,0.0,-9.37,-9.85,-4.95,3.01,1.94,-3.79,-0.24,0.73,-2.23,-3.98,-6.6,-4.71,0.15,-2.38,2.14
5.97,2.48,-3.25,-1.07,5.87,3.01,1.26,-6.12,5.63,3.74,-4.85,-7.72,-1.26,2.18,-4.42,8.01,2.09,-3.79,0.29,-2.77,-9.56,1.02,5.19,-1.02,-7.57,-0.39,-4.71,1.5,-2.57,-8.83,-6.65,1.12,-6.84,-7.14,-0.29,-3.64,2.86,-4.66,1.89,-3.74,-2.82,1.6,-7.23,-3.5,-2.52,-4.42,-9.81,-0.34,7.14,0.83,-9.61,-8.74,-0.15,-2.33,-8.45,2.91,1.6,0.68,-8.83,6.5,-0.44,3.98,-5.49,-7.18,6.02,3.45,-7.04,-1.07,0.97,-7.38,3.93,3.54,-2.77,-9.47,-8.5,-7.91,0.39,-3.79,-9.22,-5.78,-5.15,-5.44,-0.05,-0.87,2.86,4.32,2.52,1.8,2.91,2.77,4.03,3.45,4.61,6.55,4.71,5.1,0.58,2.62,-0.05,-5.44
-5.63,-9.47,0.44,0.39,1.21,-2.86,-2.86,2.62,-8.45,-3.3,8.2,6.7,0.97,-5.19,-2.33,-1.94,5.58,-1.07,6.02,6.02,7.23,-1.55,5.19,-3.74,-3.93,1.36,-3.06,1.75,5.58,1.75,8.25,4.76,0.73,2.86,8.79,8.59,0.15,-8.2,4.56,8.2,2.72,1.55,-7.62,-8.45,9.13,4.03,0.24,3.98,3.01,9.08,4.56,8.3,8.01,-3.45,1.21,7.91,-7.18,-8.11,1.41,-4.08,7.09,0.83,1.26,1.55,2.77,7.77,-4.95,-6.75,8.06,1.5,-8.88,3.79,7.43,-8.35,-7.91,-7.14,-7.38,8.3,-7.82,6.46,-4.08,-4.66,7.14,-2.67,6.8,-7.86,7.57,4.03,1.84,-8.06,-6.12,4.03,7.04,-8.5,-7.23,-8.4,-7.38,2.38,-7.67,7.09
2.28,5.05,3.25,-4.03,0.53,-1.41,-0.34,3.01,-2.62,4.37,2.43,0.87,0.53,-0.34,-0.97,-2.23,-4.22,1.41,1.12,0.63,3.88,1.26,3.64,-0.1,3.01,0.78,4.66,2.82,1.65,-1.8,3.06,4.51,1.07,1.65,4.32,5.24,0.0,3.06,-0.49,1.75,-0.49,2.96,-0.44,3.01,4.27,5.58,-0.49,1.26,2.09,4.9,0.58,2.28,3.11,3.98,-0.73,4.27,-3.83,-0.1,3.11,5.15,1.5,4.85,3.98,-0.49,4.81,-0.19,-4.66,3.01,2.82,3.06,2.62,7.04,4.37,-7.23,-7.18,7.28,-1.41,7.04,-0.58,-1.12,-6.55,-6.55,-6.55,-6.5,-6.5,3.54,4.37,4.85,4.81,1.8,-0.05,1.12,2.14,1.12,2.62,-4.42,-4.42,-5.29,5.0,-4.76
-0.68,1.26,3.35,-2.43,-2.48,-3.69,-4.13,-2.04,-4.37,-1.65,-6.17,-0.87,-3.2,-2.67,-7.18,-7.18,0.83,-7.86,3.83,1.8,0.68,-2.48,-3.83,-7.86,-2.67,-3.83,1.84,2.82,2.48,-4.42,1.21,2.33,-5.78,-1.46,3.45,-3.4,-3.06,-0.05,-1.46,-1.65,0.68,3.01,-7.14,-9.03,-1.8,-3.45,0.49,0.53,2.43,-0.29,-1.89,-1.41,0.24,-9.66,-6.41,0.63,-4.85,-3.79,-8.06,-8.69,1.02,-3.4,-2.23,-5.34,-1.5,3.79,-6.21,0.92,1.7,-3.83,0.83,2.18,0.39,-4.76,1.02,-1.31,-4.03,-2.38,0.1,0.19,-0.58,1.07,0.73,-0.63,1.5,-1.21,1.46,0.39,1.8,0.92,-1.12,-4.03,-0.53,-2.14,-0.73,-3.79,-1.12,-3.5,1.65,5.83
0.92,0.58,-1.89,0.15,-5.68,0.92,1.75,0.39,1.17,-2.38,-4.22,-2.28,-1.55,0.58,-2.96,-8.25,-3.25,3.16,1.65,-8.4,-0.83,1.75,-2.52,-6.5,0.29,2.82,-1.55,4.56,6.99,0.44,4.13,4.66,4.66,-0.24,1.65,3.98,1.07,4.51,-1.5,1.84,-8.16,2.18,-3.93,-1.55,-3.59,3.93,1.5,3.54,4.95,6.5,1.41,-3.93,4.56,1.84,-1.12,5.97,-3.54,-2.67,0.19,-2.91,5.19,6.84,-1.41,-2.96,5.49,5.83,-1.6,4.03,3.93,-1.6,2.09,1.36,-1.5,-0.83,-3.3,-0.19,-2.52,2.18,-8.74,-0.53,-5.0,1.41,0.24,0.63,-0.24,0.63,1.94,-0.29,1.26,-1.99,1.41,-0.58,1.07,-0.34,-2.77,5.29,2.62,-0.05,-7.28,2.04
7.67,8.79,0.97,0.1,-0.15,7.91,8.35,5.68,7.43,7.82,8.79,8.59,6.7,-0.44,-4.61,-4.51,3.4,3.98,7.14,8.98,8.5,7.09,7.48,7.52,7.09,8.83,8.93,6.7,5.68,5.83,7.82,8.4,-0.53,8.93,9.08,9.03,4.71,8.11,7.04,5.73,3.35,6.65,4.47,-4.22,0.87,3.93,-2.91,0.83,8.79,9.08,7.57,8.45,8.69,8.88,3.93,8.69,6.5,0.92,8.25,2.96,8.2,8.74,8.01,-0.44,8.69,8.69,5.73,9.17,8.88,2.28,9.03,8.98,0.87,-0.44,8.74,8.98,8.5,8.11,8.16,5.68,-0.63,7.38,-0.19,8.11,8.79,8.06,8.25,8.64,9.08,8.25,7.82,8.25,8.93,8.35,7.67,7.86,8.35,6.31,2.57,4.13
-6.55,4.76,-9.81,-6.5,-9.9,-6.26,7.48,-4.71,5.78,-0.39,-6.75,-9.56,2.52,-8.93,-9.81,-9.9,4.47,8.74,3.35,-7.23,6.6,-0.44,-9.56,-9.56,-8.93,5.15,-0.19,-0.15,7.43,-9.81,-9.32,-5.97,-9.95,-0.29,5.0,-6.8,9.32,9.32,-0.63,-9.95,-9.9,-0.29,-9.85,-0.29,-0.05,-9.95,-9.9,-9.9,-9.9,8.54,-9.9,-9.9,-9.9,-9.9,9.37,-0.15,-9.76,-9.37,-6.6,2.57,-4.9,-9.85,-6.94,-9.71,-0.39,3.35,-6.41,-0.44,-7.43,-9.85,-8.06,-9.95,-9.85,-9.85,-0.24,-6.17,-8.93,3.4,-8.01,3.11,-8.54,-3.64,8.01,-7.33,-2.52,8.74,-7.96,3.11,7.96,-0.1,-4.66,-5.44,-0.34,8.93,-6.26,-7.77,4.32,-0.63,-8.3,3.4
4.51,-2.43,6.7,5.1,8.06,4.22,-4.85,1.36,4.66,1.99,5.19,4.81,4.37,3.25,-4.17,-0.15,-0.29,5.39,-8.11,-7.67,4.42,5.34,1.41,-1.84,3.64,-4.56,-8.93,1.75,3.25,3.11,-2.91,1.84,3.79,5.29,3.4,-1.07,3.79,2.91,2.23,5.87,7.82,4.61,5.44,-4.76,5.44,-0.19,0.39,1.6,1.26,5.34,3.16,-3.11,-5.92,2.23,2.48,-0.97,5.05,-3.59,4.37,1.07,3.98,1.8,4.17,5.87,6.6,6.94,-4.56,5.19,5.05,-4.13,-1.8,-2.04,-0.97,-2.33,-1.7,-2.38,-2.04,3.35,1.89,-0.58,-2.86,3.64,4.81,1.31,3.11,3.88,0.29,1.99,5.68,-4.47,5.29,5.29,3.93,2.67,-0.87,5.39,5.87,6.55,4.51,4.9
4.66,-0.29,2.09,-3.45,5.19,4.85,-0.29,5.97,0.39,3.3,6.84,7.72,-3.5,6.02,-9.66,2.09,2.57,2.67,5.87,8.35,8.3,2.57,-0.1,4.37,3.74,4.71,8.69,8.3,8.5,5.29,5.53,7.09,1.55,5.49,8.88,7.62,-3.16,4.85,3.3,1.8,6.31,5.1,5.49,4.56,0.87,1.89,-3.59,8.88,5.0,4.81,2.77,3.54,8.11,8.64,3.16,3.16,1.26,0.92,-1.36,-2.28,2.96,8.88,-3.54,0.49,8.25,7.04,8.88,4.22,7.82,2.28,-1.65,4.27,6.7,1.99,5.15,2.28,2.86,1.5,4.9,8.88,2.43,4.37,1.99,-5.19,-0.78,-4.32,7.48,6.75,9.17,4.47,9.17,8.59,6.8,3.98,-0.53,6.02,5.63,0.87,1.46,5.49
