lat,lon,n,africa,datatype,genaa,genab,genbb,gen00,gena0,genb0,gena1,genb1,gen01,gen11,pheab,phea,pheb,phe0,prom0,promab,aphea,aphe0,bpheb,bphe0
16.51909954353868,38.516416623557888,148,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,8.0,140.0,nan,nan
16.824670483102395,35.898381065093453,129,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,8.0,121.0,nan,nan
-0.067931571016117687,39.912024665436178,50,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,50.0,nan,nan
-3.1439424245282099,38.180696161996721,86,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,1.0,85.0,nan,nan
-2.2105102611435807,40.08966208259794,42,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,1.0,41.0,nan,nan
-2.3734590518694194,36.471092464482673,11,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,0.0,11.0,nan,nan
-30.838100724828344,28.568713365412712,92,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,20.0,72.0,nan,nan
-29.822235456839628,30.124142100960455,89,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,10.0,79.0,nan,nan
31.261614292695938,-4.182998380743868,256,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,110.0,146.0,nan,nan
-10.016513125686011,32.919493819405446,117,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,3.0,114.0,nan,nan
-18.730210697397744,21.783658044939738,122,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,70.0,52.0,nan,nan
-17.533068980030198,20.749767491257511,34,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,11.0,23.0,nan,nan
-23.608715694197162,21.742614059391727,185,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,96.0,89.0,nan,nan
-24.772916499265897,21.527395405511559,147,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,73.0,74.0,nan,nan
-21.564189965119436,18.553582423312374,96,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,19.0,77.0,nan,nan
20.080748600064023,2.6435770827095606,162,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,5.0,157.0,nan,nan
29.779585196903216,56.326149168658745,99,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,19.0,80.0,nan,nan
-24.116029430623449,23.674041863929361,262,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,119.0,143.0,nan,nan
13.363688396500809,34.472579014771256,217,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,11.0,206.0,nan,nan
25.528692621168389,49.73490209237702,421,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,25.0,396.0,nan,nan
27.02188387868431,49.393580659291253,281,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,67.0,214.0,nan,nan
23.732847636672997,50.963780436177551,152,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,73.0,79.0,nan,nan
18.722038229384935,43.328949960852853,180,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,85.0,95.0,nan,nan
26.111436889728363,41.912557056623129,100,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,28.0,72.0,nan,nan
17.267452700631882,43.40447538262265,30,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,11.0,19.0,nan,nan
18.843867631814426,49.132571972181665,43,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,1.0,42.0,nan,nan
22.902720993882546,40.130856131235362,118,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,39.0,79.0,nan,nan
21.997424378924951,41.447291861845841,43,0,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,15.0,28.0,nan,nan
5.2410479894256126,-2.0662274059070431,319,1,aphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,1.0,318.0,nan,nan
-4.6905282017416674,33.345590621137262,104,1,bphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,104.0
-2.7679092459262544,34.245799261238673,44,1,bphe,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,44.0
