stfips,ctfips,st,cty,lon,lat,Uppm
13,189,GA,MCDUFFIE, -82.482,  33.484,1.83477
13,191,GA,MCINTOSH, -81.376,  31.483,1.25794
13,193,GA,MACON, -84.043,  32.358,1.98464
13,195,GA,MADISON, -83.208,  34.128,3.04147
13,197,GA,MARION, -84.525,  32.353,1.74222
13,199,GA,MERIWETHER, -84.689,  33.041,2.75607
13,201,GA,MILLER, -84.731,  31.164,1.73517
13,205,GA,MITCHELL, -84.195,  31.225,1.61824
13,207,GA,MONROE, -83.919,  33.014,2.2653
13,209,GA,MONTGOMERY, -82.534,  32.174,1.77778
13,211,GA,MORGAN, -83.493,  33.591,2.25958
13,213,GA,MURRAY, -84.748,  34.789,2.05102
13,215,GA,MUSCOGEE, -84.877,  32.510,1.80329
13,217,GA,NEWTON, -83.850,  33.555,2.90054
13,219,GA,OCONEE, -83.437,  33.835,2.9802
13,221,GA,OGLETHORPE, -83.080,  33.881,2.47268
13,223,GA,PAULDING, -84.867,  33.920,1.56795
13,225,GA,PEACH, -83.827,  32.568,2.43847
13,227,GA,PICKENS, -84.466,  34.464,2.33591
13,229,GA,PIERCE, -82.214,  31.359,1.15379
13,231,GA,PIKE, -84.389,  33.092,2.72698
13,233,GA,POLK, -85.188,  34.002,2.17656
13,235,GA,PULASKI, -83.477,  32.233,2.00973
13,237,GA,PUTNAM, -83.374,  33.321,1.51903
13,239,GA,QUITMAN, -85.018,  31.867,1.83235
13,241,GA,RABUN, -83.404,  34.882,2.10923
13,243,GA,RANDOLPH, -84.755,  31.763,1.81651
13,245,GA,RICHMOND, -82.073,  33.359,1.66961
13,247,GA,ROCKDALE, -84.027,  33.654,3.00439
13,249,GA,SCHLEY, -84.315,  32.262,1.77258
13,249,GA,SCHLEY, -84.368,  32.394,1.77258
13,251,GA,SCREVEN, -81.612,  32.751,1.42833
13,253,GA,SEMINOLE, -84.869,  30.938,1.58887
13,255,GA,SPALDING, -84.284,  33.261,3.05855
13,257,GA,STEPHENS, -83.293,  34.554,1.88268
13,259,GA,STEWART, -84.836,  32.079,2.13388
13,261,GA,SUMTER, -84.197,  32.040,2.00519
13,263,GA,TALBOT, -84.533,  32.700,1.79898
13,265,GA,TALIAFERRO, -82.879,  33.566,1.62888
13,267,GA,TATTNALL, -82.058,  32.045,1.43911
13,269,GA,TAYLOR, -84.254,  32.556,1.59247
13,269,GA,TAYLOR, -84.368,  32.394,1.59247
13,271,GA,TELFAIR, -82.940,  31.930,2.14478
13,273,GA,TERRELL, -84.437,  31.776,1.95028
13,275,GA,THOMAS, -83.920,  30.864,1.84594
13,277,GA,TIFT, -83.527,  31.457,1.5816
13,279,GA,TOOMBS, -82.331,  32.121,1.63851
13,281,GA,TOWNS, -83.737,  34.917,2.26378
13,283,GA,TREUTLEN, -82.567,  32.404,1.82353
13,285,GA,TROUP, -85.028,  33.033,2.35602
13,287,GA,TURNER, -83.624,  31.717,1.71284
13,289,GA,TWIGGS, -83.428,  32.667,2.4396
13,291,GA,UNION, -83.991,  34.834,2.29754
13,293,GA,UPSON, -84.299,  32.881,2.12893
13,295,GA,WALKER, -85.301,  34.736,1.78376
13,297,GA,WALTON, -83.734,  33.781,2.87838
13,299,GA,WARE, -82.424,  31.053,0.751367
13,301,GA,WARREN, -82.677,  33.409,1.94395
13,303,GA,WASHINGTON, -82.796,  32.969,1.88941
13,305,GA,WAYNE, -81.918,  31.552,1.24942
13,307,GA,WEBSTER, -84.551,  32.046,1.79205
13,309,GA,WHEELER, -82.724,  32.116,1.96364
13,311,GA,WHITE, -83.747,  34.646,2.23321
13,313,GA,WHITFIELD, -84.967,  34.805,1.74494
13,315,GA,WILCOX, -83.432,  31.973,1.93168
13,317,GA,WILKES, -82.744,  33.782,1.67791
13,319,GA,WILKINSON, -83.172,  32.802,2.12751
13,321,GA,WORTH, -83.851,  31.551,1.61765
16,001,ID,ADA,-116.239,  43.455,2.41442
16,003,ID,ADAMS,-116.454,  44.890,0.932449
16,005,ID,BANNOCK,-112.223,  42.669,2.4824
16,007,ID,BEARLAKE,-111.329,  42.285,1.96226
16,009,ID,BENEWAH,-116.658,  47.218,1.66824
16,011,ID,BINGHAM,-112.398,  43.216,2.36714
16,013,ID,BLAINE,-113.968,  43.406,2.3349
16,015,ID,BOISE,-115.725,  43.990,1.67698
16,017,ID,BONNER,-116.600,  48.299,1.7769
16,019,ID,BONNEVILLE,-111.614,  43.388,2.36866
16,021,ID,BOUNDARY,-116.462,  48.767,2.11494
16,023,ID,BUTTE,-113.170,  43.724,2.32546
16,025,ID,CAMAS,-114.806,  43.464,2.37467
16,027,ID,CANYON,-116.708,  43.625,2.45019
16,029,ID,CARIBOU,-111.561,  42.771,2.35398
16,031,ID,CASSIA,-113.600,  42.284,2.85058
16,033,ID,CLARK,-112.350,  44.284,2.11214
16,035,ID,CLEARWATER,-115.656,  46.674,1.8606
16,037,ID,CUSTER,-114.279,  44.242,2.44629
16,039,ID,ELMORE,-115.470,  43.352,2.27423
16,041,ID,FRANKLIN,-111.813,  42.181,2.37647
16,043,ID,FREMONT,-111.481,  44.229,2.62939
16,045,ID,GEM,-116.396,  44.062,1.59841
16,047,ID,GOODING,-114.811,  42.971,2.35108
16,049,ID,IDAHO,-115.466,  45.844,1.32941
16,051,ID,JEFFERSON,-112.311,  43.820,2.58162
16,053,ID,JEROME,-114.263,  42.690,2.41746
16,055,ID,KOOTENAI,-116.699,  47.675,1.57383
16,057,ID,LATAH,-116.711,  46.816,1.93107
16,059,ID,LEMHI,-113.928,  44.941,2.11285
16,061,ID,LEWIS,-116.426,  46.237,1.51602
16,063,ID,LINCOLN,-114.137,  43.003,2.32085
16,065,ID,MADISON,-111.659,  43.784,2.77078
16,067,ID,MINIDOKA,-113.645,  42.843,2.32936
16,069,ID,NEZPERCE,-116.750,  46.326,1.59101
16,071,ID,ONEIDA,-112.539,  42.195,2.44476
16,073,ID,OWYHEE,-116.169,  42.582,2.59491
16,075,ID,PAYETTE,-116.760,  44.007,2.07438
16,077,ID,POWER,-112.836,  42.692,2.39813
16,079,ID,SHOSHONE,-115.891,  47.352,1.61512
16,081,ID,TETON,-111.207,  43.759,2.71872
16,083,ID,TWINFALLS,-114.667,  42.356,2.82627
16,085,ID,VALLEY,-115.565,  44.766,1.49668
16,087,ID,WASHINGTON,-116.784,  44.453,1.25826
17,001,IL,ADAMS, -91.188,  39.987,1.87421
17,003,IL,ALEXANDER, -89.341,  37.199,2.0381
17,005,IL,BOND, -89.435,  38.887,2.06658
17,007,IL,BOONE, -88.823,  42.323,1.70785
17,009,IL,BROWN, -90.750,  39.961,2.01411
17,011,IL,BUREAU, -89.529,  41.404,2.08479
17,013,IL,CALHOUN, -90.667,  39.169,1.6564
17,015,IL,CARROLL, -89.935,  42.069,2.01027
17,017,IL,CASS, -90.246,  39.973,1.62948
17,019,IL,CHAMPAIGN, -88.199,  40.140,2.11558
17,021,IL,CHRISTIAN, -89.277,  39.546,1.87708
17,023,IL,CLARK, -87.791,  39.335,1.99479
17,025,IL,CLAY, -88.490,  38.754,1.96387
17,027,IL,CLINTON, -89.422,  38.607,2.00555
17,029,IL,COLES, -88.222,  39.520,1.86262
17,031,IL,COOK, -87.646,  41.895,2.05501
17,033,IL,CRAWFORD, -87.758,  39.003,2.01718
17,035,IL,CUMBERLAND, -88.240,  39.273,1.83316
17,037,IL,DEKALB, -88.770,  41.893,1.81269
17,039,IL,DEWITT, -88.904,  40.175,2.13482
17,041,IL,DOUGLAS, -88.217,  39.769,2.20927
17,043,IL,DUPAGE, -88.086,  41.852,1.79503
17,045,IL,EDGAR, -87.746,  39.679,2.1001
17,047,IL,EDWARDS, -88.053,  38.417,2.163
17,049,IL,EFFINGHAM, -88.590,  39.060,1.9282
17,051,IL,FAYETTE, -89.024,  39.000,1.92887
17,053,IL,FORD, -88.223,  40.597,2.23911
17,055,IL,FRANKLIN, -88.924,  37.992,2.33288
17,057,IL,FULTON, -90.207,  40.472,1.94807
17,059,IL,GALLATIN, -88.232,  37.762,2.30846
17,061,IL,GREENE, -90.391,  39.356,1.86133
17,063,IL,GRUNDY, -88.418,  41.285,1.86643
17,065,IL,HAMILTON, -88.539,  38.082,2.38358
17,067,IL,HANCOCK, -91.164,  40.404,1.89521
17,069,IL,HARDIN, -88.268,  37.518,2.23011
17,071,IL,HENDERSON, -90.926,  40.818,1.65275
17,073,IL,HENRY, -90.131,  41.353,2.00323
17,075,IL,IROQUOIS, -87.824,  40.747,2.14942
17,077,IL,JACKSON, -89.382,  37.785,2.2088
17,079,IL,JASPER, -88.154,  39.010,1.8876
17,081,IL,JEFFERSON, -88.924,  38.301,2.06331
17,083,IL,JERSEY, -90.356,  39.087,1.76016
17,085,IL,JODAVIESS, -90.212,  42.366,1.93239
17,087,IL,JOHNSON, -88.881,  37.460,2.28097
17,089,IL,KANE, -88.429,  41.939,1.73169
17,091,IL,KANKAKEE, -87.862,  41.138,1.91679
17,093,IL,KENDALL, -88.429,  41.591,1.94461
17,095,IL,KNOX, -90.213,  40.932,2.00829
17,097,IL,LAKE, -87.631,  42.325,1.69863
17,099,IL,LASALLE, -88.886,  41.344,2.00713
17,101,IL,LAWRENCE, -87.727,  38.720,2.05315
17,103,IL,LEE, -89.300,  41.746,2.03289
17,105,IL,LIVINGSTON, -88.558,  40.891,2.17983
17,107,IL,LOGAN, -89.367,  40.124,2.13461
17,109,IL,MCDONOUGH, -90.678,  40.456,1.89063
17,111,IL,MCHENRY, -88.452,  42.324,1.71197
17,113,IL,MCLEAN, -88.847,  40.491,2.24785
17,115,IL,MACON, -88.962,  39.860,1.84632
17,117,IL,MACOUPIN, -89.924,  39.261,1.93337
17,119,IL,MADISON, -89.905,  38.830,2.04483
17,121,IL,MARION, -88.919,  38.650,2.05038
17,123,IL,MARSHALL, -89.345,  41.033,1.95292
17,125,IL,MASON, -89.916,  40.239,1.50062
17,127,IL,MASSAC, -88.708,  37.219,2.21009
17,129,IL,MENARD, -89.802,  40.027,1.93445
17,131,IL,MERCER, -90.741,  41.205,1.91815
17,133,IL,MONROE, -90.178,  38.278,1.86485
17,135,IL,MONTGOMERY, -89.479,  39.231,2.07009
17,137,IL,MORGAN, -90.201,  39.715,1.86512
17,139,IL,MOULTRIE, -88.619,  39.641,1.93451
17,141,IL,OGLE, -89.321,  42.043,1.9308
17,143,IL,PEORIA, -89.760,  40.788,2.03793
17,145,IL,PERRY, -89.367,  38.084,2.32744
17,147,IL,PIATT, -88.591,  40.010,2.13453
17,149,IL,PIKE, -90.885,  39.623,1.74799
17,151,IL,POPE, -88.561,  37.413,2.27175
17,153,IL,PULASKI, -89.127,  37.223,2.15279
17,155,IL,PUTNAM, -89.286,  41.204,1.7207
17,157,IL,RANDOLPH, -89.825,  38.053,2.11044
17,159,IL,RICHLAND, -88.085,  38.712,1.92672
17,161,IL,ROCKISLAND, -90.567,  41.467,1.84088
17,163,IL,STCLAIR, -89.928,  38.470,2.02233
17,165,IL,SALINE, -88.541,  37.753,2.51943
17,167,IL,SANGAMON, -89.659,  39.758,1.91648
17,169,IL,SCHUYLER, -90.614,  40.157,2.01442
17,171,IL,SCOTT, -90.475,  39.644,1.75111
17,173,IL,SHELBY, -88.805,  39.391,1.84401
17,175,IL,STARK, -89.797,  41.093,2.01455
17,177,IL,STEPHENSON, -89.662,  42.352,1.87556
17,179,IL,TAZEWELL, -89.513,  40.507,1.98882
17,181,IL,UNION, -89.255,  37.471,2.12537
17,183,IL,VERMILION, -87.733,  40.184,2.19265
17,185,IL,WABASH, -87.844,  38.449,2.07265
17,187,IL,WARREN, -90.615,  40.849,1.9358
17,189,IL,WASHINGTON, -89.411,  38.352,2.18859
17,191,IL,WAYNE, -88.426,  38.429,2.07311
17,193,IL,WHITE, -88.180,  38.087,2.22269
17,195,IL,WHITESIDE, -89.914,  41.756,1.91805
17,197,IL,WILL, -87.979,  41.445,1.90618
17,199,IL,WILLIAMSON, -88.930,  37.730,2.30747
17,201,IL,WINNEBAGO, -89.161,  42.336,1.49794
17,203,IL,WOODFORD, -89.211,  40.788,2.01551
18,001,IN,ADAMS, -84.937,  40.745,2.58834
18,003,IN,ALLEN, -85.067,  41.091,2.49759
18,005,IN,BARTHOLOMEW, -85.898,  39.206,2.06733
18,007,IN,BENTON, -87.311,  40.606,2.18588
18,009,IN,BLACKFORD, -85.325,  40.473,2.25343
18,011,IN,BOONE, -86.469,  40.051,2.23071
18,013,IN,BROWN, -86.227,  39.196,1.97991
18,015,IN,CARROLL, -86.563,  40.583,2.17534
18,017,IN,CASS, -86.346,  40.761,2.07311
18,019,IN,CLARK, -85.708,  38.477,2.06239
18,021,IN,CLAY, -87.116,  39.393,2.18034
18,023,IN,CLINTON, -86.475,  40.302,2.36886
18,025,IN,CRAWFORD, -86.455,  38.298,1.84666
18,027,IN,DAVIESS, -87.071,  38.702,1.96058
18,029,IN,DEARBORN, -84.973,  39.145,1.93261
18,031,IN,DECATUR, -85.501,  39.307,2.05531
18,033,IN,DEKALB, -84.999,  41.398,2.18077
18,035,IN,DELAWARE, -85.397,  40.227,2.19072
18,037,IN,DUBOIS, -86.880,  38.365,2.11111
18,039,IN,ELKHART, -85.859,  41.597,1.16237
18,041,IN,FAYETTE, -85.179,  39.640,2.12304
18,043,IN,FLOYD, -85.907,  38.319,2.04177
18,045,IN,FOUNTAIN, -87.242,  40.121,2.11884
18,047,IN,FRANKLIN, -85.060,  39.415,1.96309
18,049,IN,FULTON, -86.264,  41.047,1.64191
18,051,IN,GIBSON, -87.588,  38.311,1.95622
18,053,IN,GRANT, -85.655,  40.516,2.22498
18,055,IN,GREENE, -86.962,  39.036,2.0569
18,057,IN,HAMILTON, -86.052,  40.072,2.19017
18,059,IN,HANCOCK, -85.773,  39.824,2.33697
18,061,IN,HARRISON, -86.112,  38.196,2.0906
18,063,IN,HENDRICKS, -86.510,  39.769,2.24875
18,065,IN,HENRY, -85.396,  39.931,2.20472
18,067,IN,HOWARD, -86.117,  40.484,2.30591
18,069,IN,HUNTINGTON, -85.488,  40.829,2.37492
18,071,IN,JACKSON, -86.038,  38.906,2.15821
18,073,IN,JASPER, -87.116,  41.023,1.63666
18,075,IN,JAY, -85.006,  40.438,2.39476
18,077,IN,JEFFERSON, -85.439,  38.786,1.90687
18,079,IN,JENNINGS, -85.628,  38.997,1.93676
18,081,IN,JOHNSON, -86.102,  39.490,2.11897
18,083,IN,KNOX, -87.419,  38.688,1.88168
18,085,IN,KOSCIUSKO, -85.861,  41.244,1.58091
18,087,IN,LAGRANGE, -85.427,  41.643,1.16627
18,089,IN,LAKE, -87.376,  41.472,1.79318
18,091,IN,LAPORTE, -86.742,  41.549,1.30385
18,093,IN,LAWRENCE, -86.483,  38.841,2.25931
18,095,IN,MADISON, -85.719,  40.162,2.08592
18,097,IN,MARION, -86.138,  39.782,2.17969
18,099,IN,MARSHALL, -86.262,  41.325,1.26996
18,101,IN,MARTIN, -86.803,  38.709,1.97454
18,103,IN,MIAMI, -86.045,  40.769,2.2372
18,105,IN,MONROE, -86.523,  39.161,2.13598
18,107,IN,MONTGOMERY, -86.893,  40.040,2.29213
18,109,IN,MORGAN, -86.446,  39.481,2.02812
18,111,IN,NEWTON, -87.398,  40.956,1.85902
18,113,IN,NOBLE, -85.417,  41.399,1.59694
18,115,IN,OHIO, -84.965,  38.950,1.82855
18,117,IN,ORANGE, -86.495,  38.542,1.9738
18,119,IN,OWEN, -86.838,  39.313,1.98347
18,121,IN,PARKE, -87.207,  39.774,2.021
18,123,IN,PERRY, -86.639,  38.081,1.84735
18,125,IN,PIKE, -87.232,  38.399,2.26369
18,127,IN,PORTER, -87.073,  41.509,1.69837
18,129,IN,POSEY, -87.868,  38.024,2.05611
18,131,IN,PULASKI, -86.699,  41.042,1.53248
18,133,IN,PUTNAM, -86.845,  39.666,2.14106
18,135,IN,RANDOLPH, -85.011,  40.158,2.34798
18,137,IN,RIPLEY, -85.262,  39.103,1.8806
18,139,IN,RUSH, -85.466,  39.620,2.15062
18,141,IN,STJOSEPH, -86.290,  41.617,1.12399
18,143,IN,SCOTT, -85.748,  38.685,2.14045
18,145,IN,SHELBY, -85.792,  39.524,2.19987
18,147,IN,SPENCER, -87.008,  38.014,2.17749
18,149,IN,STARKE, -86.648,  41.281,1.2426
18,151,IN,STEUBEN, -85.001,  41.644,1.394
18,153,IN,SULLIVAN, -87.417,  39.091,2.04273
18,155,IN,SWITZERLAND, -85.039,  38.826,1.73762
18,157,IN,TIPPECANOE, -86.894,  40.389,2.09198
18,159,IN,TIPTON, -86.052,  40.311,2.21002
18,161,IN,UNION, -84.925,  39.625,2.08998
18,163,IN,VANDERBURGH, -87.586,  38.025,2.09873
18,165,IN,VERMILLION, -87.465,  39.853,2.05314
18,167,IN,VIGO, -87.390,  39.431,1.98755
18,169,IN,WABASH, -85.794,  40.846,2.24448
18,171,IN,WARREN, -87.353,  40.347,2.1513
18,173,IN,WARRICK, -87.272,  38.092,2.17814
18,175,IN,WASHINGTON, -86.105,  38.600,2.14807
18,177,IN,WAYNE, -85.010,  39.864,2.20395
18,179,IN,WELLS, -85.221,  40.729,2.37005
18,181,IN,WHITE, -86.865,  40.750,1.88689
18,183,IN,WHITLEY, -85.505,  41.139,2.29935
19,001,IA,ADAIR, -94.471,  41.331,1.93911
19,003,IA,ADAMS, -94.699,  41.029,1.90444
19,005,IA,ALLAMAKEE, -91.378,  43.284,1.57875
19,007,IA,APPANOOSE, -92.868,  40.743,2.03873
19,009,IA,AUDUBON, -94.906,  41.685,2.18562
19,011,IA,BENTON, -92.066,  42.080,1.76599
19,013,IA,BLACKHAWK, -92.308,  42.470,1.32806
19,015,IA,BOONE, -93.932,  42.037,1.66535
19,017,IA,BREMER, -92.318,  42.775,1.28289
19,019,IA,BUCHANAN, -91.838,  42.471,1.32317
19,021,IA,BUENAVISTA, -95.151,  42.736,1.56893
19,023,IA,BUTLER, -92.790,  42.732,1.29052
19,025,IA,CALHOUN, -94.640,  42.385,1.5402
19,027,IA,CARROLL, -94.860,  42.036,2.05169
19,029,IA,CASS, -94.928,  41.331,2.15821
19,031,IA,CEDAR, -91.132,  41.772,2.12372
19,033,IA,CERROGORDO, -93.261,  43.082,1.30472
19,035,IA,CHEROKEE, -95.624,  42.736,1.84584
19,037,IA,CHICKASAW, -92.317,  43.060,1.33108
19,039,IA,CLARKE, -93.785,  41.029,1.96341
19,041,IA,CLAY, -95.151,  43.083,1.67132
19,043,IA,CLAYTON, -91.341,  42.845,1.6847
19,045,IA,CLINTON, -90.532,  41.898,2.08086
19,047,IA,CRAWFORD, -95.382,  42.037,2.2959
19,049,IA,DALLAS, -94.040,  41.685,1.73936
19,051,IA,DAVIS, -92.410,  40.748,1.9739
19,053,IA,DECATUR, -93.786,  40.738,1.85535
19,055,IA,DELAWARE, -91.367,  42.471,1.54458
19,057,IA,DESMOINES, -91.182,  40.923,1.91852
19,059,IA,DICKINSON, -95.151,  43.378,1.44248
19,061,IA,DUBUQUE, -90.882,  42.469,1.7923
19,063,IA,EMMET, -94.678,  43.378,1.40817
19,065,IA,FAYETTE, -91.844,  42.863,1.40393
19,067,IA,FLOYD, -92.789,  43.060,1.44614
19,069,IA,FRANKLIN, -93.262,  42.732,1.40537
19,071,IA,FREMONT, -95.604,  40.746,2.04392
19,073,IA,GREENE, -94.397,  42.036,1.67179
19,075,IA,GRUNDY, -92.791,  42.402,1.65074
19,077,IA,GUTHRIE, -94.501,  41.684,1.92751
19,079,IA,HAMILTON, -93.707,  42.384,1.51476
19,081,IA,HANCOCK, -93.734,  43.082,1.35651
19,083,IA,HARDIN, -93.240,  42.384,1.39916
19,085,IA,HARRISON, -95.818,  41.683,2.22056
19,087,IA,HENRY, -91.544,  40.988,1.98251
19,089,IA,HOWARD, -92.317,  43.357,1.35021
19,091,IA,HUMBOLDT, -94.207,  42.776,1.31844
19,093,IA,IDA, -95.513,  42.387,2.05801
19,095,IA,IOWA, -92.065,  41.686,2.06042
19,097,IA,JACKSON, -90.575,  42.172,2.0683
19,099,IA,JASPER, -93.054,  41.686,2.00405
19,101,IA,JEFFERSON, -91.949,  41.032,1.97368
19,103,IA,JOHNSON, -91.588,  41.672,2.0751
19,105,IA,JONES, -91.131,  42.121,2.04951
19,107,IA,KEOKUK, -92.178,  41.336,1.97922
19,109,IA,KOSSUTH, -94.207,  43.204,1.35361
19,111,IA,LEE, -91.480,  40.642,1.89472
19,113,IA,LINN, -91.599,  42.079,1.87903
19,115,IA,LOUISA, -91.259,  41.219,1.8942
19,117,IA,LUCAS, -93.327,  41.029,1.92126
19,119,IA,LYON, -96.210,  43.381,1.81448
19,121,IA,MADISON, -94.015,  41.331,2.00333
19,123,IA,MAHASKA, -92.641,  41.335,2.05672
19,125,IA,MARION, -93.099,  41.334,2.00521
19,127,IA,MARSHALL, -92.999,  42.036,1.85107
19,129,IA,MILLS, -95.622,  41.033,2.09293
19,131,IA,MITCHELL, -92.789,  43.356,1.45754
19,133,IA,MONONA, -95.959,  42.052,2.13253
19,135,IA,MONROE, -92.869,  41.030,2.00033
19,137,IA,MONTGOMERY, -95.156,  41.030,2.07573
19,139,IA,MUSCATINE, -91.112,  41.484,1.96342
19,141,IA,O''BRIEN, -95.625,  43.084,0
19,143,IA,OSCEOLA, -95.623,  43.379,1.68744
19,145,IA,PAGE, -95.150,  40.739,2.02886
19,147,IA,PALOALTO, -94.678,  43.082,1.42983
19,149,IA,PLYMOUTH, -96.213,  42.738,1.9521
19,151,IA,POCAHONTAS, -94.679,  42.734,1.37129
19,153,IA,POLK, -93.573,  41.686,1.74194
19,155,IA,POTTAWATTAMIE, -95.545,  41.337,2.31906
19,157,IA,POWESHIEK, -92.531,  41.686,2.13047
19,159,IA,RINGGOLD, -94.244,  40.735,1.86857
19,161,IA,SAC, -95.105,  42.386,1.82865
19,163,IA,SCOTT, -90.623,  41.637,2.02449
19,165,IA,SHELBY, -95.310,  41.685,2.30849
19,167,IA,SIOUX, -96.177,  43.083,1.86878
19,169,IA,STORY, -93.465,  42.036,1.60388
19,171,IA,TAMA, -92.532,  42.080,1.82407
19,173,IA,TAYLOR, -94.696,  40.737,1.94114
19,175,IA,UNION, -94.242,  41.028,1.83271
19,177,IA,VANBUREN, -91.950,  40.753,2.01222
19,179,IA,WAPELLO, -92.409,  41.031,2.04217
19,181,IA,WARREN, -93.561,  41.334,2.01531
19,183,IA,WASHINGTON, -91.718,  41.336,2.16989
19,185,IA,WAYNE, -93.327,  40.739,1.93527
19,187,IA,WEBSTER, -94.182,  42.428,1.47642
19,189,IA,WINNEBAGO, -93.734,  43.378,1.28229
19,191,IA,WINNESHIEK, -91.843,  43.291,1.61033
19,193,IA,WOODBURY, -96.045,  42.390,2.01685
19,195,IA,WORTH, -93.261,  43.377,1.26101
19,197,IA,WRIGHT, -93.735,  42.733,1.37577
20,001,KS,ALLEN, -95.301,  37.886,1.98029
20,003,KS,ANDERSON, -95.293,  38.214,1.97011
20,005,KS,ATCHISON, -95.312,  39.532,1.91199
20,007,KS,BARBER, -98.684,  37.229,1.63235
20,009,KS,BARTON, -98.756,  38.479,1.81216
20,011,KS,BOURBON, -94.849,  37.855,2.04913
20,013,KS,BROWN, -95.564,  39.827,1.97761
20,015,KS,BUTLER, -96.839,  37.781,1.95434
20,017,KS,CHASE, -96.594,  38.302,1.87654
20,019,KS,CHAUTAUQUA, -96.245,  37.150,1.64486
20,021,KS,CHEROKEE, -94.846,  37.169,1.89938
20,023,KS,CHEYENNE,-101.731,  39.786,2.15536
20,025,KS,CLARK, -99.820,  37.235,1.80485
20,027,KS,CLAY, -97.165,  39.350,1.91281
20,029,KS,CLOUD, -97.649,  39.480,2.08338
20,031,KS,COFFEY, -95.734,  38.237,1.85779
20,033,KS,COMANCHE, -99.272,  37.191,1.6989
20,035,KS,COWLEY, -96.837,  37.238,1.93712
20,037,KS,CRAWFORD, -94.852,  37.507,2.17436
20,039,KS,DECATUR,-100.459,  39.785,2.03228
20,041,KS,DICKINSON, -97.152,  38.866,1.70795
20,043,KS,DONIPHAN, -95.145,  39.788,2.01356
20,045,KS,DOUGLAS, -95.292,  38.885,1.92615
20,047,KS,EDWARDS, -99.312,  37.888,1.70467
20,049,KS,ELK, -96.244,  37.454,1.71424
20,051,KS,ELLIS, -99.317,  38.915,1.9553
20,053,KS,ELLSWORTH, -98.204,  38.697,1.85322
20,055,KS,FINNEY,-100.736,  38.044,1.90462
20,057,KS,FORD, -99.887,  37.692,2.12174
20,059,KS,FRANKLIN, -95.286,  38.565,1.91756
20,061,KS,GEARY, -96.752,  39.002,1.56067
20,063,KS,GOVE,-100.483,  38.916,2.0394
20,065,KS,GRAHAM, -99.883,  39.350,1.97843
20,067,KS,GRANT,-101.308,  37.562,2.04202
20,069,KS,GRAY,-100.437,  37.738,2.02325
20,071,KS,GREELEY,-101.806,  38.480,2.06014
20,073,KS,GREENWOOD, -96.232,  37.878,1.84854
20,075,KS,HAMILTON,-101.791,  37.999,2.12431
20,077,KS,HARPER, -98.075,  37.192,1.59411
20,079,KS,HARVEY, -97.427,  38.043,1.92721
20,081,KS,HASKELL,-100.871,  37.562,2.07445
20,083,KS,HODGEMAN, -99.898,  38.087,2.0154
20,085,KS,JACKSON, -95.793,  39.417,1.74872
20,087,KS,JEFFERSON, -95.383,  39.235,1.85265
20,089,KS,JEWELL, -98.218,  39.785,2.05068
20,091,KS,JOHNSON, -94.822,  38.884,1.9634
20,093,KS,KEARNY,-101.319,  38.000,1.99024
20,095,KS,KINGMAN, -98.136,  37.559,1.45049
20,097,KS,KIOWA, -99.286,  37.558,1.77213
20,099,KS,LABETTE, -95.297,  37.191,2.06494
20,101,KS,LANE,-100.466,  38.481,1.98947
20,103,KS,LEAVENWORTH, -95.037,  39.199,1.97035
20,105,KS,LINCOLN, -98.208,  39.045,1.98918
20,107,KS,LINN, -94.843,  38.212,2.04187
20,109,KS,LOGAN,-101.148,  38.917,2.14333
20,111,KS,LYON, -96.152,  38.456,1.80114
20,113,KS,MCPHERSON, -97.648,  38.392,1.94242
20,115,KS,MARION, -97.097,  38.359,1.91435
20,117,KS,MARSHALL, -96.523,  39.784,1.9193
20,119,KS,MEADE,-100.366,  37.238,1.84115
20,121,KS,MIAMI, -94.838,  38.564,1.91769
20,123,KS,MITCHELL, -98.209,  39.393,2.07177
20,125,KS,MONTGOMERY, -95.743,  37.192,1.70052
20,127,KS,MORRIS, -96.650,  38.687,1.74675
20,129,KS,MORTON,-101.799,  37.191,1.76696
20,131,KS,NEMAHA, -96.014,  39.783,1.69986
20,133,KS,NEOSHO, -95.307,  37.559,1.98779
20,135,KS,NESS, -99.916,  38.479,1.98883
20,137,KS,NORTON, -99.903,  39.784,2.10019
20,139,KS,OSAGE, -95.727,  38.652,1.86626
20,141,KS,OSBORNE, -98.768,  39.350,2.01717
20,143,KS,OTTAWA, -97.650,  39.133,1.7179
20,145,KS,PAWNEE, -99.236,  38.181,1.86901
20,147,KS,PHILLIPS, -99.347,  39.785,2.15826
20,149,KS,POTTAWATOMIE, -96.343,  39.379,1.76021
20,151,KS,PRATT, -98.739,  37.648,1.5067
20,153,KS,RAWLINS,-101.075,  39.785,2.11707
20,155,KS,RENO, -98.086,  37.953,1.5131
20,157,KS,REPUBLIC, -97.650,  39.828,2.23374
20,159,KS,RICE, -98.201,  38.347,1.65765
20,161,KS,RILEY, -96.736,  39.296,1.71293
20,163,KS,ROOKS, -99.325,  39.350,1.99108
20,165,KS,RUSH, -99.309,  38.523,1.98934
20,167,KS,RUSSELL, -98.762,  38.915,2.00995
20,169,KS,SALINE, -97.650,  38.784,1.76367
20,171,KS,SCOTT,-100.906,  38.482,1.96715
20,173,KS,SEDGWICK, -97.461,  37.685,1.82149
