"-------------------------------------------------------------------------------------------"
" Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                "
" at Mauna Loa, Observatory, Hawaii: Latitude 19.5°N Longitude 155.6°W Elevation 3397m      "
"                                                                                           "
" Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker"
" (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            "
"                                                                                           "
" Baseline data in this file through 05-Jul-2017 from archive dated 06-Jul-2017 17:43:07    "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   "
" mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        "
" standard version of the data most often sought.  The monthly values have been adjusted    "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
" denoted by -99.99                                                                         "
"                                                                                           "
" CO2 concentrations are measured on the '08A' calibration scale                            "
1977, 04,   28230, 1977.2877,   336.07,   333.60,     335.94,   333.46,     336.07,   333.60
1977, 05,   28260, 1977.3699,   336.75,   333.77,     336.61,   333.64,     336.75,   333.77
1977, 06,   28291, 1977.4548,   336.27,   334.01,     336.05,   333.82,     336.27,   334.01
1977, 07,   28321, 1977.5370,   334.92,   334.19,     334.69,   333.99,     334.92,   334.19
1977, 08,   28352, 1977.6219,   332.75,   334.08,     332.79,   334.15,     332.75,   334.08
1977, 09,   28383, 1977.7068,   331.59,   334.65,     331.23,   334.31,     331.59,   334.65
1977, 10,   28413, 1977.7890,   331.16,   334.34,     331.29,   334.46,     331.16,   334.34
1977, 11,   28444, 1977.8740,   332.40,   334.41,     332.62,   334.60,     332.40,   334.41
1977, 12,   28474, 1977.9562,   333.85,   334.68,     333.93,   334.74,     333.85,   334.68
1978, 01,   28505, 1978.0411,   334.97,   334.94,     334.91,   334.88,     334.97,   334.94
1978, 02,   28536, 1978.1260,   335.38,   334.73,     335.67,   335.01,     335.38,   334.73
1978, 03,   28564, 1978.2027,   336.64,   335.27,     336.51,   335.13,     336.64,   335.27
1978, 04,   28595, 1978.2877,   337.76,   335.28,     337.75,   335.26,     337.76,   335.28
1978, 05,   28625, 1978.3699,   338.01,   335.02,     338.36,   335.37,     338.01,   335.02
1978, 06,   28656, 1978.4548,   337.89,   335.63,     337.73,   335.49,     337.89,   335.63
1978, 07,   28686, 1978.5370,   336.54,   335.80,     336.31,   335.60,     336.54,   335.80
1978, 08,   28717, 1978.6219,   334.68,   336.02,     334.33,   335.70,     334.68,   336.02
1978, 09,   28748, 1978.7068,   332.76,   335.84,     332.71,   335.80,     332.76,   335.84
1978, 10,   28778, 1978.7890,   332.55,   335.74,     332.71,   335.89,     332.55,   335.74
1978, 11,   28809, 1978.8740,   333.92,   335.93,     334.00,   335.99,     333.92,   335.93
1978, 12,   28839, 1978.9562,   334.95,   335.78,     335.27,   336.08,     334.95,   335.78
1979, 01,   28870, 1979.0411,   336.23,   336.20,     336.23,   336.19,     336.23,   336.20
1979, 02,   28901, 1979.1260,   336.76,   336.10,     336.97,   336.30,     336.76,   336.10
1979, 03,   28929, 1979.2027,   337.96,   336.59,     337.80,   336.41,     337.96,   336.59
1979, 04,   28960, 1979.2877,   338.88,   336.40,     339.04,   336.54,     338.88,   336.40
1979, 05,   28990, 1979.3699,   339.47,   336.47,     339.66,   336.66,     339.47,   336.47
1979, 06,   29021, 1979.4548,   339.29,   337.02,     339.05,   336.80,     339.29,   337.02
1979, 07,   29051, 1979.5370,   337.73,   336.99,     337.65,   336.93,     337.73,   336.99
1979, 08,   29082, 1979.6219,   336.09,   337.43,     335.70,   337.07,     336.09,   337.43
1979, 09,   29113, 1979.7068,   333.92,   337.00,     334.12,   337.22,     333.92,   337.00
1979, 10,   29143, 1979.7890,   333.86,   337.07,     334.17,   337.37,     333.86,   337.07
1979, 11,   29174, 1979.8740,   335.29,   337.31,     335.53,   337.52,     335.29,   337.31
1979, 12,   29204, 1979.9562,   336.73,   337.56,     336.86,   337.68,     336.73,   337.56
1980, 01,   29235, 1980.0410,   338.01,   337.99,     337.88,   337.85,     338.01,   337.99
1980, 02,   29266, 1980.1257,   338.36,   337.70,     338.68,   338.02,     338.36,   337.70
1980, 03,   29295, 1980.2049,   340.07,   338.67,     339.59,   338.17,     340.07,   338.67
1980, 04,   29326, 1980.2896,   340.77,   338.25,     340.87,   338.34,     340.77,   338.25
1980, 05,   29356, 1980.3716,   341.47,   338.46,     341.49,   338.49,     341.47,   338.46
1980, 06,   29387, 1980.4563,   341.17,   338.91,     340.87,   338.63,     341.17,   338.91
1980, 07,   29417, 1980.5383,   339.56,   338.84,     339.45,   338.77,     339.56,   338.84
1980, 08,   29448, 1980.6230,   337.60,   338.97,     337.49,   338.90,     337.60,   338.97
1980, 09,   29479, 1980.7077,   335.88,   338.99,     335.90,   339.02,     335.88,   338.99
1980, 10,   29509, 1980.7896,   336.02,   339.23,     335.93,   339.13,     336.02,   339.23
1980, 11,   29540, 1980.8743,   337.10,   339.12,     337.24,   339.24,     337.10,   339.12
1980, 12,   29570, 1980.9563,   338.21,   339.05,     338.52,   339.34,     338.21,   339.05
1981, 01,   29601, 1981.0411,   339.24,   339.21,     339.48,   339.45,     339.24,   339.21
1981, 02,   29632, 1981.1260,   340.48,   339.82,     340.22,   339.55,     340.48,   339.82
1981, 03,   29660, 1981.2027,   341.38,   340.00,     341.03,   339.63,     341.38,   340.00
1981, 04,   29691, 1981.2877,   342.51,   340.00,     342.24,   339.72,     342.51,   340.00
1981, 05,   29721, 1981.3699,   342.91,   339.89,     342.83,   339.81,     342.91,   339.89
1981, 06,   29752, 1981.4548,   342.25,   339.96,     342.16,   339.89,     342.25,   339.96
1981, 07,   29782, 1981.5370,   340.49,   339.74,     340.69,   339.97,     340.49,   339.74
1981, 08,   29813, 1981.6219,   338.43,   339.78,     338.68,   340.06,     338.43,   339.78
1981, 09,   29844, 1981.7068,   336.69,   339.80,     337.04,   340.16,     336.69,   339.80
1981, 10,   29874, 1981.7890,   336.86,   340.08,     337.05,   340.26,     336.86,   340.08
1981, 11,   29905, 1981.8740,   338.36,   340.39,     338.36,   340.37,     338.36,   340.39
1981, 12,   29935, 1981.9562,   339.61,   340.45,     339.66,   340.48,     339.61,   340.45
1982, 01,   29966, 1982.0411,   340.75,   340.73,     340.63,   340.60,     340.75,   340.73
1982, 02,   29997, 1982.1260,   341.61,   340.95,     341.37,   340.70,     341.61,   340.95
1982, 03,   30025, 1982.2027,   342.70,   341.31,     342.19,   340.79,     342.70,   341.31
1982, 04,   30056, 1982.2877,   343.57,   341.06,     343.41,   340.88,     343.57,   341.06
1982, 05,   30086, 1982.3699,   344.14,   341.11,     343.99,   340.96,     344.14,   341.11
1982, 06,   30117, 1982.4548,   343.35,   341.05,     343.32,   341.04,     343.35,   341.05
1982, 07,   30147, 1982.5370,   342.06,   341.31,     341.83,   341.12,     342.06,   341.31
1982, 08,   30178, 1982.6219,   339.81,   341.16,     339.80,   341.19,     339.81,   341.16
1982, 09,   30209, 1982.7068,   337.98,   341.10,     338.14,   341.28,     337.98,   341.10
1982, 10,   30239, 1982.7890,   337.86,   341.10,     338.15,   341.37,     337.86,   341.10
1982, 11,   30270, 1982.8740,   339.26,   341.30,     339.47,   341.49,     339.26,   341.30
1982, 12,   30300, 1982.9562,   340.49,   341.33,     340.79,   341.62,     340.49,   341.33
1983, 01,   30331, 1983.0411,   341.38,   341.35,     341.81,   341.77,     341.38,   341.35
1983, 02,   30362, 1983.1260,   342.52,   341.86,     342.62,   341.94,     342.52,   341.86
1983, 03,   30390, 1983.2027,   343.10,   341.71,     343.52,   342.11,     343.10,   341.71
1983, 04,   30421, 1983.2877,   344.94,   342.42,     344.84,   342.31,     344.94,   342.42
1983, 05,   30451, 1983.3699,   345.76,   342.72,     345.54,   342.50,     345.76,   342.72
1983, 06,   30482, 1983.4548,   345.32,   343.01,     344.97,   342.69,     345.32,   343.01
1983, 07,   30512, 1983.5370,   343.98,   343.23,     343.59,   342.86,     343.98,   343.23
1983, 08,   30543, 1983.6219,   342.38,   343.74,     341.64,   343.04,     342.38,   343.74
1983, 09,   30574, 1983.7068,   339.87,   342.99,     340.05,   343.20,     339.87,   342.99
1983, 10,   30604, 1983.7890,   339.99,   343.24,     340.11,   343.34,     339.99,   343.24
1983, 11,   30635, 1983.8740,   341.15,   343.20,     341.46,   343.49,     341.15,   343.20
1983, 12,   30665, 1983.9562,   342.99,   343.84,     342.80,   343.63,     342.99,   343.84
1984, 01,   30696, 1984.0410,   343.70,   343.67,     343.80,   343.76,     343.70,   343.67
1984, 02,   30727, 1984.1257,   344.50,   343.84,     344.57,   343.90,     344.50,   343.84
1984, 03,   30756, 1984.2049,   345.28,   343.86,     345.46,   344.02,     345.28,   343.86
1984, 04,   30787, 1984.2896,   347.06,   344.51,     346.71,   344.14,     347.06,   344.51
1984, 05,   30817, 1984.3716,   347.43,   344.38,     347.31,   344.27,     347.43,   344.38
1984, 06,   30848, 1984.4563,   346.80,   344.51,     346.65,   344.39,     346.80,   344.51
1984, 07,   30878, 1984.5383,   345.39,   344.67,     345.20,   344.50,     345.39,   344.67
1984, 08,   30909, 1984.6230,   343.28,   344.67,     343.19,   344.62,     343.28,   344.67
1984, 09,   30940, 1984.7077,   341.07,   344.22,     341.57,   344.74,     341.07,   344.22
1984, 10,   30970, 1984.7896,   341.35,   344.60,     341.62,   344.86,     341.35,   344.60
1984, 11,   31001, 1984.8743,   342.98,   345.03,     342.97,   344.99,     342.98,   345.03
1984, 12,   31031, 1984.9563,   344.22,   345.07,     344.29,   345.12,     344.22,   345.07
1985, 01,   31062, 1985.0411,   344.97,   344.94,     345.29,   345.25,     344.97,   344.94
1985, 02,   31093, 1985.1260,   345.99,   345.32,     346.07,   345.39,     345.99,   345.32
1985, 03,   31121, 1985.2027,   347.42,   346.02,     346.92,   345.50,     347.42,   346.02
1985, 04,   31152, 1985.2877,   348.35,   345.81,     348.18,   345.63,     348.35,   345.81
1985, 05,   31182, 1985.3699,   348.93,   345.86,     348.80,   345.73,     348.93,   345.86
1985, 06,   31213, 1985.4548,   348.25,   345.93,     348.13,   345.84,     348.25,   345.93
1985, 07,   31243, 1985.5370,   346.56,   345.80,     346.65,   345.93,     346.56,   345.80
1985, 08,   31274, 1985.6219,   344.68,   346.04,     344.61,   346.02,     344.68,   346.04
1985, 09,   31305, 1985.7068,   343.09,   346.24,     342.94,   346.11,     343.09,   346.24
1985, 10,   31335, 1985.7890,   342.80,   346.07,     342.93,   346.19,     342.80,   346.07
1985, 11,   31366, 1985.8740,   344.24,   346.30,     344.24,   346.28,     344.24,   346.30
1985, 12,   31396, 1985.9562,   345.56,   346.41,     345.54,   346.37,     345.56,   346.41
1986, 01,   31427, 1986.0411,   346.30,   346.27,     346.51,   346.47,     346.30,   346.27
1986, 02,   31458, 1986.1260,   346.95,   346.28,     347.26,   346.58,     346.95,   346.28
1986, 03,   31486, 1986.2027,   347.85,   346.45,     348.11,   346.69,     347.85,   346.45
1986, 04,   31517, 1986.2877,   349.55,   347.01,     349.37,   346.81,     349.55,   347.01
1986, 05,   31547, 1986.3699,   350.21,   347.14,     350.01,   346.93,     350.21,   347.14
1986, 06,   31578, 1986.4548,   349.55,   347.22,     349.37,   347.06,     349.55,   347.22
1986, 07,   31608, 1986.5370,   347.94,   347.18,     347.91,   347.19,     347.94,   347.18
1986, 08,   31639, 1986.6219,   345.90,   347.27,     345.90,   347.31,     345.90,   347.27
1986, 09,   31670, 1986.7068,   344.85,   348.01,     344.26,   347.44,     344.85,   348.01
1986, 10,   31700, 1986.7890,   344.17,   347.45,     344.30,   347.57,     344.17,   347.45
1986, 11,   31731, 1986.8740,   345.66,   347.73,     345.65,   347.70,     345.66,   347.73
1986, 12,   31761, 1986.9562,   346.90,   347.75,     346.99,   347.83,     346.90,   347.75
1987, 01,   31792, 1987.0411,   348.02,   348.00,     348.01,   347.97,     348.02,   348.00
1987, 02,   31823, 1987.1260,   348.48,   347.80,     348.81,   348.13,     348.48,   347.80
1987, 03,   31851, 1987.2027,   349.41,   348.00,     349.71,   348.28,     349.41,   348.00
1987, 04,   31882, 1987.2877,   350.99,   348.43,     351.04,   348.47,     350.99,   348.43
1987, 05,   31912, 1987.3699,   351.85,   348.76,     351.74,   348.65,     351.85,   348.76
1987, 06,   31943, 1987.4548,   351.26,   348.92,     351.17,   348.86,     351.26,   348.92
1987, 07,   31973, 1987.5370,   349.51,   348.75,     349.79,   349.06,     349.51,   348.75
1987, 08,   32004, 1987.6219,   348.10,   349.47,     347.86,   349.28,     348.10,   349.47
1987, 09,   32035, 1987.7068,   346.45,   349.62,     346.31,   349.50,     346.45,   349.62
1987, 10,   32065, 1987.7890,   346.36,   349.66,     346.43,   349.72,     346.36,   349.66
1987, 11,   32096, 1987.8740,   347.81,   349.88,     347.89,   349.94,     347.81,   349.88
1987, 12,   32126, 1987.9562,   348.96,   349.82,     349.32,   350.16,     348.96,   349.82
1988, 01,   32157, 1988.0410,   350.43,   350.41,     350.43,   350.39,     350.43,   350.41
1988, 02,   32188, 1988.1257,   351.73,   351.06,     351.30,   350.61,     351.73,   351.06
1988, 03,   32217, 1988.2049,   352.22,   350.78,     352.27,   350.81,     352.22,   350.78
1988, 04,   32248, 1988.2896,   353.59,   351.00,     353.63,   351.02,     353.59,   351.00
1988, 05,   32278, 1988.3716,   354.22,   351.13,     354.30,   351.21,     354.22,   351.13
1988, 06,   32309, 1988.4563,   353.79,   351.47,     353.70,   351.40,     353.79,   351.47
1988, 07,   32339, 1988.5383,   352.38,   351.64,     352.28,   351.57,     352.38,   351.64
1988, 08,   32370, 1988.6230,   350.43,   351.84,     350.30,   351.74,     350.43,   351.84
1988, 09,   32401, 1988.7077,   348.73,   351.92,     348.68,   351.89,     348.73,   351.92
1988, 10,   32431, 1988.7896,   348.88,   352.18,     348.74,   352.03,     348.88,   352.18
1988, 11,   32462, 1988.8743,   350.07,   352.14,     350.11,   352.16,     350.07,   352.14
1988, 12,   32492, 1988.9563,   351.34,   352.20,     351.44,   352.28,     351.34,   352.20
1989, 01,   32523, 1989.0411,   352.76,   352.73,     352.43,   352.39,     352.76,   352.73
1989, 02,   32554, 1989.1260,   353.07,   352.39,     353.19,   352.50,     353.07,   352.39
1989, 03,   32582, 1989.2027,   353.68,   352.26,     354.03,   352.59,     353.68,   352.26
1989, 04,   32613, 1989.2877,   355.42,   352.85,     355.28,   352.69,     355.42,   352.85
1989, 05,   32643, 1989.3699,   355.67,   352.56,     355.89,   352.79,     355.67,   352.56
1989, 06,   32674, 1989.4548,   355.12,   352.77,     355.22,   352.89,     355.12,   352.77
1989, 07,   32704, 1989.5370,   353.90,   353.13,     353.72,   352.98,     353.90,   353.13
1989, 08,   32735, 1989.6219,   351.67,   353.06,     351.66,   353.08,     351.67,   353.06
1989, 09,   32766, 1989.7068,   349.80,   353.00,     349.97,   353.18,     349.80,   353.00
1989, 10,   32796, 1989.7890,   349.99,   353.30,     349.97,   353.28,     349.99,   353.30
1989, 11,   32827, 1989.8740,   351.29,   353.38,     351.31,   353.38,     351.29,   353.38
1989, 12,   32857, 1989.9562,   352.52,   353.39,     352.63,   353.48,     352.52,   353.39
1990, 01,   32888, 1990.0411,   353.66,   353.64,     353.62,   353.58,     353.66,   353.64
1990, 02,   32919, 1990.1260,   354.70,   354.02,     354.37,   353.68,     354.70,   354.02
1990, 03,   32947, 1990.2027,   355.38,   353.96,     355.21,   353.77,     355.38,   353.96
1990, 04,   32978, 1990.2877,   356.20,   353.62,     356.47,   353.87,     356.20,   353.62
1990, 05,   33008, 1990.3699,   357.16,   354.04,     357.09,   353.98,     357.16,   354.04
1990, 06,   33039, 1990.4548,   356.23,   353.87,     356.43,   354.09,     356.23,   353.87
1990, 07,   33069, 1990.5370,   354.81,   354.04,     354.95,   354.21,     354.81,   354.04
1990, 08,   33100, 1990.6219,   352.91,   354.30,     352.91,   354.34,     352.91,   354.30
1990, 09,   33131, 1990.7068,   350.96,   354.17,     351.26,   354.48,     350.96,   354.17
1990, 10,   33161, 1990.7890,   351.18,   354.51,     351.31,   354.63,     351.18,   354.51
1990, 11,   33192, 1990.8740,   352.83,   354.93,     352.71,   354.78,     352.83,   354.93
1990, 12,   33222, 1990.9562,   354.21,   355.08,     354.08,   354.93,     354.21,   355.08
1991, 01,   33253, 1991.0411,   354.72,   354.70,     355.12,   355.08,     354.72,   354.70
1991, 02,   33284, 1991.1260,   355.75,   355.07,     355.91,   355.22,     355.75,   355.07
1991, 03,   33312, 1991.2027,   357.16,   355.73,     356.78,   355.34,     357.16,   355.73
1991, 04,   33343, 1991.2877,   358.60,   356.01,     358.06,   355.45,     358.60,   356.01
1991, 05,   33373, 1991.3699,   359.34,   356.21,     358.67,   355.54,     359.34,   356.21
1991, 06,   33404, 1991.4548,   358.24,   355.87,     357.97,   355.62,     358.24,   355.87
1991, 07,   33434, 1991.5370,   356.17,   355.40,     356.43,   355.68,     356.17,   355.40
1991, 08,   33465, 1991.6219,   354.02,   355.41,     354.31,   355.74,     354.02,   355.41
1991, 09,   33496, 1991.7068,   352.15,   355.37,     352.57,   355.80,     352.15,   355.37
1991, 10,   33526, 1991.7890,   352.21,   355.55,     352.53,   355.86,     352.21,   355.55
1991, 11,   33557, 1991.8740,   353.75,   355.85,     353.84,   355.92,     353.75,   355.85
1991, 12,   33587, 1991.9562,   354.99,   355.86,     355.14,   355.99,     354.99,   355.86
1992, 01,   33618, 1992.0410,   355.99,   355.96,     356.10,   356.06,     355.99,   355.96
1992, 02,   33649, 1992.1257,   356.72,   356.04,     356.82,   356.13,     356.72,   356.04
1992, 03,   33678, 1992.2049,   357.81,   356.35,     357.68,   356.20,     357.81,   356.35
1992, 04,   33709, 1992.2896,   359.15,   356.53,     358.90,   356.26,     359.15,   356.53
1992, 05,   33739, 1992.3716,   359.66,   356.53,     359.45,   356.31,     359.66,   356.53
1992, 06,   33770, 1992.4563,   359.25,   356.90,     358.69,   356.36,     359.25,   356.90
1992, 07,   33800, 1992.5383,   357.02,   356.28,     357.11,   356.40,     357.02,   356.28
1992, 08,   33831, 1992.6230,   355.00,   356.43,     354.96,   356.43,     355.00,   356.43
1992, 09,   33862, 1992.7077,   353.01,   356.24,     353.20,   356.46,     353.01,   356.24
1992, 10,   33892, 1992.7896,   353.31,   356.65,     353.16,   356.49,     353.31,   356.65
1992, 11,   33923, 1992.8743,   354.16,   356.27,     354.45,   356.53,     354.16,   356.27
1992, 12,   33953, 1992.9563,   355.40,   356.27,     355.72,   356.57,     355.40,   356.27
1993, 01,   33984, 1993.0411,   356.70,   356.68,     356.66,   356.62,     356.70,   356.68
1993, 02,   34015, 1993.1260,   357.16,   356.48,     357.38,   356.68,     357.16,   356.48
1993, 03,   34043, 1993.2027,   358.38,   356.94,     358.20,   356.74,     358.38,   356.94
1993, 04,   34074, 1993.2877,   359.46,   356.85,     359.44,   356.82,     359.46,   356.85
1993, 05,   34104, 1993.3699,   360.28,   357.13,     360.04,   356.90,     360.28,   357.13
1993, 06,   34135, 1993.4548,   359.60,   357.21,     359.35,   356.99,     359.60,   357.21
1993, 07,   34165, 1993.5370,   357.57,   356.79,     357.83,   357.09,     357.57,   356.79
1993, 08,   34196, 1993.6219,   355.52,   356.93,     355.76,   357.20,     355.52,   356.93
1993, 09,   34227, 1993.7068,   353.69,   356.93,     354.07,   357.33,     353.69,   356.93
1993, 10,   34257, 1993.7890,   353.99,   357.35,     354.11,   357.46,     353.99,   357.35
1993, 11,   34288, 1993.8740,   355.33,   357.45,     355.52,   357.62,     355.33,   357.45
1993, 12,   34318, 1993.9562,   356.80,   357.68,     356.92,   357.77,     356.80,   357.68
1994, 01,   34349, 1994.0411,   358.37,   358.34,     357.98,   357.94,     358.37,   358.34
1994, 02,   34380, 1994.1260,   358.91,   358.22,     358.81,   358.11,     358.91,   358.22
1994, 03,   34408, 1994.2027,   359.97,   358.52,     359.72,   358.26,     359.97,   358.52
1994, 04,   34439, 1994.2877,   361.26,   358.65,     361.06,   358.43,     361.26,   358.65
1994, 05,   34469, 1994.3699,   361.69,   358.53,     361.75,   358.59,     361.69,   358.53
1994, 06,   34500, 1994.4548,   360.94,   358.55,     361.12,   358.75,     360.94,   358.55
1994, 07,   34530, 1994.5370,   359.55,   358.77,     359.67,   358.92,     359.55,   358.77
1994, 08,   34561, 1994.6219,   357.48,   358.89,     357.64,   359.09,     357.48,   358.89
1994, 09,   34592, 1994.7068,   355.84,   359.09,     356.00,   359.27,     355.84,   359.09
1994, 10,   34622, 1994.7890,   356.00,   359.37,     356.09,   359.45,     356.00,   359.37
1994, 11,   34653, 1994.8740,   357.58,   359.71,     357.53,   359.63,     357.58,   359.71
1994, 12,   34683, 1994.9562,   359.04,   359.91,     358.95,   359.81,     359.04,   359.91
1995, 01,   34714, 1995.0411,   359.97,   359.94,     360.03,   359.99,     359.97,   359.94
1995, 02,   34745, 1995.1260,   361.00,   360.31,     360.87,   360.17,     361.00,   360.31
1995, 03,   34773, 1995.2027,   361.64,   360.19,     361.80,   360.33,     361.64,   360.19
1995, 04,   34804, 1995.2877,   363.45,   360.83,     363.15,   360.50,     363.45,   360.83
1995, 05,   34834, 1995.3699,   363.80,   360.63,     363.83,   360.67,     363.80,   360.63
1995, 06,   34865, 1995.4548,   363.26,   360.86,     363.21,   360.83,     363.26,   360.86
1995, 07,   34895, 1995.5370,   361.89,   361.11,     361.74,   360.99,     361.89,   361.11
1995, 08,   34926, 1995.6219,   359.45,   360.87,     359.70,   361.15,     359.45,   360.87
1995, 09,   34957, 1995.7068,   358.05,   361.31,     358.03,   361.31,     358.05,   361.31
1995, 10,   34987, 1995.7890,   357.76,   361.14,     358.10,   361.47,     357.76,   361.14
1995, 11,   35018, 1995.8740,   359.56,   361.70,     359.52,   361.63,     359.56,   361.70
1995, 12,   35048, 1995.9562,   360.70,   361.58,     360.92,   361.78,     360.70,   361.58
1996, 01,   35079, 1996.0410,   362.05,   362.02,     361.98,   361.94,     362.05,   362.02
1996, 02,   35110, 1996.1257,   363.24,   362.55,     362.78,   362.08,     363.24,   362.55
1996, 03,   35139, 1996.2049,   364.02,   362.54,     363.71,   362.21,     364.02,   362.54
1996, 04,   35170, 1996.2896,   364.72,   362.06,     365.01,   362.34,     364.72,   362.06
1996, 05,   35200, 1996.3716,   365.41,   362.24,     365.62,   362.45,     365.41,   362.24
1996, 06,   35231, 1996.4563,   364.97,   362.59,     364.92,   362.56,     364.97,   362.59
1996, 07,   35261, 1996.5383,   363.65,   362.89,     363.38,   362.66,     363.65,   362.89
1996, 08,   35292, 1996.6230,   361.48,   362.93,     361.27,   362.75,     361.48,   362.93
1996, 09,   35323, 1996.7077,   359.45,   362.73,     359.54,   362.84,     359.45,   362.73
1996, 10,   35353, 1996.7896,   359.61,   363.00,     359.54,   362.91,     359.61,   363.00
1996, 11,   35384, 1996.8743,   360.76,   362.89,     360.88,   362.99,     360.76,   362.89
1996, 12,   35414, 1996.9563,   362.33,   363.21,     362.20,   363.07,     362.33,   363.21
1997, 01,   35445, 1997.0411,   363.18,   363.16,     363.19,   363.15,     363.18,   363.16
1997, 02,   35476, 1997.1260,   363.99,   363.30,     363.94,   363.23,     363.99,   363.30
1997, 03,   35504, 1997.2027,   364.56,   363.10,     364.79,   363.32,     364.56,   363.10
1997, 04,   35535, 1997.2877,   366.36,   363.71,     366.08,   363.42,     366.36,   363.71
1997, 05,   35565, 1997.3699,   366.80,   363.61,     366.72,   363.53,     366.80,   363.61
1997, 06,   35596, 1997.4548,   365.63,   363.21,     366.06,   363.67,     365.63,   363.21
1997, 07,   35626, 1997.5370,   364.47,   363.68,     364.57,   363.82,     364.47,   363.68
1997, 08,   35657, 1997.6219,   362.50,   363.93,     362.53,   363.99,     362.50,   363.93
1997, 09,   35688, 1997.7068,   360.19,   363.47,     360.90,   364.19,     360.19,   363.47
1997, 10,   35718, 1997.7890,   360.77,   364.18,     361.02,   364.41,     360.77,   364.18
1997, 11,   35749, 1997.8740,   362.43,   364.58,     362.53,   364.66,     362.43,   364.58
1997, 12,   35779, 1997.9562,   364.28,   365.16,     364.04,   364.91,     364.28,   365.16
1998, 01,   35810, 1998.0411,   365.33,   365.30,     365.22,   365.18,     365.33,   365.30
1998, 02,   35841, 1998.1260,   366.15,   365.45,     366.16,   365.46,     366.15,   365.45
1998, 03,   35869, 1998.2027,   367.31,   365.85,     367.19,   365.71,     367.31,   365.85
1998, 04,   35900, 1998.2877,   368.61,   365.96,     368.65,   365.98,     368.61,   365.96
1998, 05,   35930, 1998.3699,   369.30,   366.10,     369.44,   366.24,     369.30,   366.10
1998, 06,   35961, 1998.4548,   368.88,   366.45,     368.91,   366.51,     368.88,   366.45
1998, 07,   35991, 1998.5370,   367.64,   366.85,     367.51,   366.75,     367.64,   366.85
1998, 08,   36022, 1998.6219,   365.78,   367.20,     365.52,   366.99,     365.78,   367.20
1998, 09,   36053, 1998.7068,   363.90,   367.19,     363.90,   367.21,     363.90,   367.19
1998, 10,   36083, 1998.7890,   364.24,   367.65,     364.00,   367.40,     364.24,   367.65
1998, 11,   36114, 1998.8740,   365.46,   367.61,     365.45,   367.58,     365.46,   367.61
1998, 12,   36144, 1998.9562,   366.97,   367.86,     366.85,   367.73,     366.97,   367.86
1999, 01,   36175, 1999.0411,   368.15,   368.12,     367.90,   367.86,     368.15,   368.12
1999, 02,   36206, 1999.1260,   368.87,   368.17,     368.68,   367.97,     368.87,   368.17
1999, 03,   36234, 1999.2027,   369.59,   368.12,     369.54,   368.05,     369.59,   368.12
1999, 04,   36265, 1999.2877,   371.14,   368.48,     370.81,   368.13,     371.14,   368.48
1999, 05,   36295, 1999.3699,   371.00,   367.79,     371.41,   368.20,     371.00,   367.79
