Date,GFI,GLD
2013-09-20,4.82,130.6
2013-09-23,4.76,127.52
2013-09-24,4.66,126.4
2013-09-25,4.72,127.57
2013-09-26,4.74,128.61
2013-09-27,4.64,128.86
2013-09-30,4.55,127.95
2013-10-01,4.51,125.25
2013-10-02,4.49,125.37
2013-10-03,4.42,126.77
2013-10-04,4.47,127.05
2013-10-07,4.5,127.25
2013-10-08,4.48,127.79
2013-10-09,4.41,126.21
2013-10-10,4.41,125.34
2013-10-11,4.38,122.37
2013-10-14,4.36,123.9
2013-10-15,4.3,122.28
2013-10-16,4.44,123.52
2013-10-17,4.39,127.01
2013-10-18,4.48,126.87
2013-10-21,4.43,127.13
2013-10-22,4.6,128.25
2013-10-23,4.7,128.55
2013-10-24,4.65,129.41
2013-10-25,4.74,129.53
2013-10-28,4.85,130.41
2013-10-29,4.86,130.16
2013-10-30,4.78,130.83
2013-10-31,4.71,128.04
2013-11-01,4.51,126.86
2013-11-04,4.4,127.18
2013-11-05,4.37,126.71
2013-11-06,4.42,127.11
2013-11-07,4.51,126.14
2013-11-08,4.38,124.46
2013-11-11,4.38,123.92
2013-11-12,4.48,123.51
2013-11-13,4.41,122.97
2013-11-14,4.49,123.92
2013-11-15,4.65,124.16
2013-11-18,4.54,123.7
2013-11-19,4.47,122.97
2013-11-20,4.42,121.67
2013-11-21,4.17,119.81
2013-11-22,4.06,120.24
2013-11-25,4.0,119.18
2013-11-26,3.96,119.84
2013-11-27,3.98,120.49
2013-11-29,3.99,120.67
2013-12-02,3.91,119.2
2013-12-03,3.81,117.58
2013-12-04,3.68,118.33
2013-12-05,3.54,118.2
2013-12-06,3.59,118.86
2013-12-09,3.59,118.99
2013-12-10,3.68,122.18
2013-12-11,3.68,121.49
2013-12-12,3.51,118.59
2013-12-13,3.45,118.9
2013-12-16,3.5,119.25
2013-12-17,3.42,118.97
2013-12-18,3.3,119.0
2013-12-19,3.13,115.95
2013-12-20,3.06,115.38
2013-12-23,3.1,115.61
2013-12-24,3.11,115.79
2013-12-26,3.17,117.23
2013-12-27,3.19,117.31
2013-12-30,3.15,116.37
2013-12-31,3.1,114.61
2014-01-02,3.25,117.93
2014-01-03,3.27,118.64
2014-01-06,3.26,119.76
2014-01-07,3.18,118.46
2014-01-08,3.16,117.99
2014-01-09,3.05,118.11
2014-01-10,3.03,119.72
2014-01-13,3.12,120.27
2014-01-14,3.18,120.54
2014-01-15,3.15,119.19
2014-01-16,3.27,119.84
2014-01-17,3.34,120.35
2014-01-21,3.42,119.23
2014-01-22,3.38,119.65
2014-01-23,3.42,120.97
2014-01-24,3.53,122.06
2014-01-27,3.56,121.65
2014-01-28,3.49,121.32
2014-01-29,3.57,122.19
2014-01-30,3.44,119.67
2014-01-31,3.5,120.65
2014-02-03,3.47,120.47
2014-02-04,3.42,120.41
2014-02-05,3.52,121.76
2014-02-06,3.5,121.38
2014-02-07,3.44,121.24
2014-02-10,3.6,122.8
2014-02-11,3.75,123.38
2014-02-12,3.95,124.4
2014-02-13,3.67,124.7
2014-02-14,4.02,126.99
2014-02-18,4.06,127.42
2014-02-19,4.01,127.26
2014-02-20,3.86,126.75
2014-02-21,3.99,127.57
2014-02-24,4.07,128.51
2014-02-25,3.93,128.62
2014-02-26,3.79,128.49
2014-02-27,3.75,128.4
2014-02-28,3.79,128.27
2014-03-03,3.82,130.0
2014-03-04,3.66,128.54
2014-03-05,3.59,128.71
2014-03-06,3.7,129.71
2014-03-07,3.79,128.25
2014-03-10,3.77,128.88
2014-03-11,3.92,130.01
2014-03-12,4.06,131.56
2014-03-13,4.15,131.69
2014-03-14,4.3,133.68
2014-03-17,4.32,132.73
2014-03-18,4.07,130.39
2014-03-19,4.09,129.55
2014-03-20,4.05,127.78
2014-03-21,4.15,129.04
2014-03-24,4.01,126.87
2014-03-25,4.04,126.44
2014-03-26,4.06,126.27
2014-03-27,3.87,125.06
2014-03-28,3.91,124.23
2014-03-31,3.87,124.52
2014-04-01,3.75,123.71
2014-04-02,3.87,124.41
2014-04-03,3.78,123.75
2014-04-04,3.91,125.2
2014-04-07,3.82,125.07
2014-04-08,3.89,126.34
2014-04-09,4.01,125.46
2014-04-10,4.11,126.95
2014-04-11,4.1,127.04
2014-04-14,4.09,127.8
2014-04-15,3.93,124.79
2014-04-16,4.0,125.37
2014-04-17,4.04,125.38
2014-04-21,3.89,124.07
2014-04-22,3.97,124.15
2014-04-23,3.99,123.7
2014-04-24,4.03,122.87
2014-04-25,4.08,125.18
2014-04-28,4.28,125.3
2014-04-29,4.11,124.95
2014-04-30,4.11,124.19
2014-05-01,4.13,123.17
2014-05-02,4.14,123.69
2014-05-05,4.25,126.47
2014-05-06,4.23,126.02
2014-05-07,4.13,125.52
2014-05-08,4.05,124.19
2014-05-09,4.03,124.39
2014-05-12,3.98,125.4
2014-05-13,3.96,124.79
2014-05-14,3.96,125.8
2014-05-15,3.93,124.77
2014-05-16,3.94,124.35
2014-05-19,4.0,125.28
2014-05-20,3.93,124.12
2014-05-21,3.93,124.25
2014-05-22,3.96,125.14
2014-05-23,3.89,124.6
2014-05-27,3.81,122.98
2014-05-28,3.61,121.47
2014-05-29,3.48,120.78
2014-05-30,3.51,120.76
2014-06-02,3.48,119.93
2014-06-03,3.54,119.73
2014-06-04,3.5,120.1
2014-06-05,3.5,120.55
2014-06-06,3.54,120.68
2014-06-09,3.57,120.79
2014-06-10,3.62,121.29
2014-06-11,3.64,121.55
2014-06-12,3.58,121.92
2014-06-13,3.59,122.57
2014-06-16,3.62,122.88
2014-06-17,3.54,121.85
2014-06-18,3.61,122.22
2014-06-19,3.7,124.33
2014-06-20,3.81,126.32
2014-06-23,3.75,126.65
2014-06-24,3.79,127.22
2014-06-25,3.64,126.78
2014-06-26,3.63,126.53
2014-06-27,3.63,126.88
2014-06-30,3.57,126.53
2014-07-01,3.72,127.99
2014-07-02,3.68,127.76
2014-07-03,3.68,126.79
2014-07-07,3.68,126.63
2014-07-08,3.69,127.29
2014-07-09,3.85,127.54
2014-07-10,4.06,129.11
2014-07-11,3.97,128.41
2014-07-14,3.9,125.5
2014-07-15,3.91,125.89
2014-07-16,3.82,125.02
2014-07-17,3.88,125.52
2014-07-18,3.93,125.79
2014-07-21,3.96,126.53
2014-07-22,3.91,126.33
2014-07-23,3.91,125.72
2014-07-24,3.86,124.85
2014-07-25,3.84,124.48
2014-07-28,4.02,125.44
2014-07-29,4.09,125.79
2014-07-30,4.0,124.89
2014-07-31,3.93,123.85
2014-08-01,3.94,124.54
